"name","firstReleaseDate","earlyAccessExitDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl"
"Core Keeper","1646715600000","false","2058679","19.99","22775030","50.40806631728291","93","Indie","Fireshine Games,bilibili","Pugstorm","1621690","https://store.steampowered.com/app/1621690","1724716800000"
"Enter the Gungeon","1459828800000","false","3272814","14.99","22719025","46.60400812564204","96","AA","Devolver Digital","Dodge Roll","311690","https://store.steampowered.com/app/311690",""
"Escape Simulator","1634616000000","false","2116651","19.99","22627563","19.80620116932782","94","Indie","Pine Studio","Pine Studio","1435790","https://store.steampowered.com/app/1435790",""
"Assassin's Creed 2","1268110800000","false","2744111","19.99","22560794","19.76007891702349","89","AAA","Ubisoft","Ubisoft Montreal","33230","https://store.steampowered.com/app/33230",""
"Myth of Empires","1637211600000","false","1028088","29.99","22536808","523.5694562304947","69","Indie","Imperium Interactive Entertainment","Angela Game","1371580","https://store.steampowered.com/app/1371580",""
"Black Mesa","1430438400000","false","2876019","19.99","22495899","18.703926746671442","95","Indie","Crowbar Collective","Crowbar Collective","362890","https://store.steampowered.com/app/362890","1583470800000"
"Alan Wake","1329368400000","false","2246327","14.99","22311719","14.265288956867252","90","Indie","Remedy Entertainment","Remedy Entertainment","108710","https://store.steampowered.com/app/108710",""
"This War of Mine","1415941200000","false","4069084","19.99","22042554","15.97792438128426","95","AA","11 bit studios","11 bit studios","282070","https://store.steampowered.com/app/282070",""
"Sniper Elite 5","1653451200000","false","902670","49.99","21836924","33.90916137414105","83","AA","Rebellion","Rebellion","1029690","https://store.steampowered.com/app/1029690",""
"Dragon's Dogma: Dark Arisen","1452834000000","false","2178262","29.99","21793570","53.56613592707299","89","AA","Capcom","Capcom","367500","https://store.steampowered.com/app/367500",""
"Don't Starve","1351728000000","false","6143151","9.99","21758416","41.5340055284589","97","AA","Klei Entertainment","Klei Entertainment","219740","https://store.steampowered.com/app/219740","1366689600000"
"High On Life","1670907600000","false","475355","39.99","21159606","11.035377944068516","89","Indie","Squanch Games, Inc.","Squanch Games, Inc.","1583230","https://store.steampowered.com/app/1583230",""
"Pathfinder: Wrath of the Righteous - Enhanced Edition","1630555200000","false","915467","39.99","20985143","151.0800139757129","84","Indie","META Publishing,Owlcat Games","Owlcat Games","1184370","https://store.steampowered.com/app/1184370",""
"Action Taimanin","1601870400000","false","1037533","0","20909965.390430197","95.57470527621312","83","Indie","Infini-Brain inc.","LiLith","1335200","https://store.steampowered.com/app/1335200",""
"The Isle","1448946000000","true","1521902","19.99","20723717","125.91869036658007","81","Indie","Afterthought LLC","Afterthought LLC","376210","https://store.steampowered.com/app/376210",""
"Life is Strange - Episode 1","1422507600000","false","6300871","0","20366774.415801145","17.398365482595963","96","AA","Square Enix,Feral interactive (Mac),Feral Interactive (Linux)","DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)","319630","https://store.steampowered.com/app/319630",""
"UNCHARTED™: Legacy of Thieves Collection","1666152000000","false","752718","49.99","20345123","13.35767243212672","90","AAA","PlayStation Publishing LLC","Naughty Dog LLC,Iron Galaxy Studios","1659420","https://store.steampowered.com/app/1659420",""
"Assassin's Creed® Syndicate","1447822800000","false","1389772","29.99","20303755","41.02970326419171","80","AAA","Ubisoft","Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios","368500","https://store.steampowered.com/app/368500",""
"DRAGON BALL XENOVERSE 2","1477540800000","false","1330868","19.99","20221861","55.90021771027087","90","AAA","Bandai Namco Entertainment","QLOC,DIMPS","454650","https://store.steampowered.com/app/454650",""
"Yakuza: Like a Dragon","1604984400000","false","780446","19.99","19860266","54.262749842712026","95","AAA","SEGA","Ryu Ga Gotoku Studio","1235140","https://store.steampowered.com/app/1235140",""
"Hellblade: Senua's Sacrifice","1502078400000","false","1858859","29.99","19822429","7.573076534000229","90","Indie","Ninja Theory","Ninja Theory","414340","https://store.steampowered.com/app/414340",""
"Stranded Deep","1421989200000","false","1726909","19.99","19729123","17.49744151822013","75","Indie","Beam Team Publishing","Beam Team Games","313120","https://store.steampowered.com/app/313120","1660104000000"
"Yakuza 0","1533096000000","false","2067669","19.99","19534314","30.5118845835492","96","AAA","SEGA","Ryu Ga Gotoku Studio","638970","https://store.steampowered.com/app/638970",""
"Shakes and Fidget","1456290000000","false","1901218","0","19243685.669397276","0","93","Indie","Playa Games GmbH","Playa Games GmbH","438040","https://store.steampowered.com/app/438040",""
"Papers, Please","1375934400000","false","4096854","9.99","19191494","10.784323156917285","97","Indie","3909","Lucas Pope","239030","https://store.steampowered.com/app/239030",""
"No Rest for the Wicked","1713412800000","true","616295","39.99","18577686","22.47329768445294","77","AA","Private Division","Moon Studios GmbH","1371980","https://store.steampowered.com/app/1371980",""
"STAR WARS™ Battlefront™ II","1591848000000","false","1784640","39.99","18500557","20.20103242391531","87","AAA","Electronic Arts","DICE","1237950","https://store.steampowered.com/app/1237950",""
"Spyro™ Reignited Trilogy","1567483200000","false","862965","39.99","18491573","11.938218029222266","94","AAA","Activision","Toys for Bob,Iron Galaxy Studios","996580","https://store.steampowered.com/app/996580",""
"MiSide","1733788800000","false","1417863","14.99","18323398","11.678830396436194","98","AA","IndieArk,Shochiku (Japan)","AIHASTO","2527500","https://store.steampowered.com/app/2527500",""
"Resident Evil 5","1252987200000","false","2285346","19.99","18220698","23.803490343629186","87","AA","Capcom","Capcom","21690","https://store.steampowered.com/app/21690",""
"Red Dead Online","1606798800000","false","1841111","19.99","18119829","59.6939453256065","83","AAA","Rockstar Games","Rockstar Games","1404210","https://store.steampowered.com/app/1404210",""
"A Hat in Time","1507176000000","false","1007582","29.99","17935020","28.880242146808975","98","Indie","Gears for Breakfast,Humble Games","Gears for Breakfast","253230","https://store.steampowered.com/app/253230",""
"太吾绘卷 The Scroll Of Taiwu","1537416000000","true","1419212","19.99","17928593","65.68420189162217","70","Indie","ConchShip Games","ConchShip Games","838350","https://store.steampowered.com/app/838350",""
"NieR Replicant™ ver.1.22474487139...","1619150400000","false","560103","59.99","17873961","29.076211904442502","88","AA","Square Enix","Square Enix,Toylogic Inc.","1113560","https://store.steampowered.com/app/1113560",""
"Torchlight: Infinite","1665460800000","false","1639515","0","17868466.739693977","29.66559861026944","70","Indie","XD","XD","1974050","https://store.steampowered.com/app/1974050","1683604800000"
"Five Nights at Freddy's: Security Breach","1639630800000","false","675653","39.99","17865129","19.656295102989958","86","Indie","ScottGames","Steel Wool Studios","747660","https://store.steampowered.com/app/747660",""
"Little Nightmares II","1612933200000","false","1298387","29.99","17784234","9.009842626221928","94","AA","BANDAI NAMCO Entertainment","Tarsier Studios","860510","https://store.steampowered.com/app/860510",""
"DEATH STRANDING DIRECTOR'S CUT","1648612800000","false","816298","39.99","17754650","38.360234016052544","93","AA","505 Games","KOJIMA PRODUCTIONS","1850570","https://store.steampowered.com/app/1850570",""
"A Plague Tale: Innocence","1557806400000","false","1286305","39.99","17695050","11.259888096469881","93","AA","Focus Entertainment","Asobo Studio","752590","https://store.steampowered.com/app/752590",""
"Tom Clancy's Ghost Recon® Breakpoint","1674450000000","false","1422130","59.99","17518151","24.09230923223358","73","AAA","Ubisoft","Ubisoft Paris","2231380","https://store.steampowered.com/app/2231380",""
"DmC: Devil May Cry","1359003600000","false","1145800","29.99","17246834","12.425464106738747","93","AA","Capcom","Ninja Theory","220440","https://store.steampowered.com/app/220440",""
"Digimon Masters Online","1478145600000","false","827874","0","17195839.046675462","145.35647254757842","67","Indie","MOVE ON USA CO.","Move Games Co., Ltd.","537180","https://store.steampowered.com/app/537180",""
"Batman™: Arkham Origins","1382587200000","false","2503731","19.99","17148984","18.566454944608672","89","AA","Warner Bros. Interactive Entertainment","WB Games Montreal,Splash Damage","209000","https://store.steampowered.com/app/209000",""
"L.A. Noire","1320728400000","false","2226803","19.99","17127384","23.39011464009856","86","AAA","Rockstar Games","Team Bondi,Rockstar Leeds","110800","https://store.steampowered.com/app/110800",""
"My Time at Portia","1514764800000","false","1417241","29.99","17087815","0","92","AA","Focus Entertainment","Pathea Games","666140","https://store.steampowered.com/app/666140","1547528400000"
"Sun Haven","1624593600000","false","980574","24.99","16976493","33.06863206863584","84","Indie","Pixel Sprout Studios","Pixel Sprout Studios","1432860","https://store.steampowered.com/app/1432860","1678424400000"
"Knight Online","1453698000000","false","811314","0","16782978.98548692","316.8578049983151","50","Indie","NTTGame","Noah System,Mgame","389430","https://store.steampowered.com/app/389430",""
"Contraband Police","1678251600000","false","984198","29.99","16586650","15.351479505584207","95","AA","PlayWay S.A.","Crazy Rocks","756800","https://store.steampowered.com/app/756800",""
"EVERSPACE™ 2","1610946000000","false","520515","49.99","16521508","54.0217253101515","87","Indie","ROCKFISH Games","ROCKFISH Games","1128920","https://store.steampowered.com/app/1128920","1680753600000"
"ATLAS","1545454800000","true","901696","29.99","16382942","270.5979844314328","48","Indie","Grapeshot Games,Snail Games USA","Grapeshot Games,Instinct Games","834910","https://store.steampowered.com/app/834910",""
"Celeste","1516856400000","false","2493676","19.99","16308394","0","97","Indie","Maddy Makes Games Inc.","Maddy Makes Games Inc.,Extremely OK Games, Ltd.","504230","https://store.steampowered.com/app/504230",""
"Pathfinder: Kingmaker — Enhanced Plus Edition","1537848000000","false","922153","19.99","16292691","101.11780948617256","78","Indie","Knights Peak","Owlcat Games","640820","https://store.steampowered.com/app/640820",""
"Hero's Land","1684296000000","false","1460391","0","16236081","0","55","Indie","Orienjoy","钢之直男工作室","2349820","https://store.steampowered.com/app/2349820",""
"Firestone: Online Idle RPG","1569470400000","false","352254","0","16215758.245960677","554.394707097263","78","Indie","Holyday Studios","Holyday Studios","1013320","https://store.steampowered.com/app/1013320","1711944000000"
"Mafia II: Definitive Edition","1589860800000","false","1284659","29.99","16212668","35.39081879985284","72","AAA","2K","Hangar 13,D3T","1030830","https://store.steampowered.com/app/1030830",""
"Bloodstained: Ritual of the Night","1560830400000","false","753636","39.99","16174728","25.4195303338061","94","AA","505 Games","ArtPlay","692850","https://store.steampowered.com/app/692850",""
"Far Cry® 6","1683777600000","false","1168741","59.99","16113898","31.558537523606123","72","AAA","Ubisoft","Ubisoft Toronto,Ubisoft Montreal,Ubisoft Kyiv,Ubisoft Shanghai,Ubisoft Berlin","2369390","https://store.steampowered.com/app/2369390",""
"Craftopia","1599192000000","true","860649","24.99","16047201","57.65927509573561","78","AA","Pocketpair","Pocketpair","1307550","https://store.steampowered.com/app/1307550",""
"Marvel's Guardians of the Galaxy","1635220800000","false","672844","59.99","15988408","20.591987492897815","94","AA","Eidos Interactive Corp.","Eidos-Montréal","1088850","https://store.steampowered.com/app/1088850",""
"Gears 5","1568001600000","false","630121","29.99","15874469","34.64842887159031","70","AAA","Xbox Game Studios","The Coalition","1097840","https://store.steampowered.com/app/1097840",""
"Forager","1555560000000","false","1273764","19.99","15843028","25.455264712497307","90","AA","Humble Games","HopFrog","751780","https://store.steampowered.com/app/751780",""
"Lust Goddess","1708491600000","false","631917","0","15836721","0","56","Indie","Pochemu LTD","Pochemu LTD","2808930","https://store.steampowered.com/app/2808930",""
"Firewatch","1454994000000","false","2099865","19.99","15766867","4.2146608423198435","90","Indie","Panic,Campo Santo","Campo Santo","383870","https://store.steampowered.com/app/383870",""
"SCARLET NEXUS","1624507200000","false","458969","59.99","15650890","0","81","AA","BANDAI NAMCO Entertainment","BANDAI NAMCO Studios Inc.","775500","https://store.steampowered.com/app/775500",""
"UNDECEMBER","1665460800000","false","1404226","0","15625375.655750489","28.704826753639715","52","Indie","LINE Games Corporation","Needs Games","1549250","https://store.steampowered.com/app/1549250",""
"Far Cry® New Dawn","1550206800000","false","1133847","39.99","15602060","17.274697703277212","76","AAA","Ubisoft","Ubisoft Montreal,Ubisoft Kiev,Ubisoft Shanghai","939960","https://store.steampowered.com/app/939960",""
"Snowbreak: Containment Zone","1703394000000","false","488666","0","15485191","39.04718741079982","78","Indie","Amazing Seasun Games","Amazing Seasun Games","2668080","https://store.steampowered.com/app/2668080",""
"The Witness","1453784400000","false","891469","39.99","15464612","13.86787059316043","85","Indie","Thekla, Inc.","Thekla, Inc.","210970","https://store.steampowered.com/app/210970",""
"BATTLETECH","1524542400000","false","689359","39.99","15414061","237.23594273007714","84","AAA","Paradox Interactive","Harebrained Schemes","637090","https://store.steampowered.com/app/637090",""
"Tom Clancy’s Splinter Cell Blacklist","1376971200000","false","1222668","29.99","15392900","17.94612815135754","81","AAA","Ubisoft","Ubisoft Toronto","235600","https://store.steampowered.com/app/235600",""
"Neon Abyss","1552708800000","false","1325954","19.99","15230343","26.756546263531618","87","AA","Team17,Veewo Games","Veewo Games","788100","https://store.steampowered.com/app/788100","1594699200000"
"The Stanley Parable","1381982400000","false","2357624","14.99","15206242","6.725240599656349","92","Indie","Galactic Cafe","Galactic Cafe","221910","https://store.steampowered.com/app/221910",""
"Ratchet & Clank: Rift Apart","1690344000000","false","315352","59.99","15177267","15.837075880830461","90","AAA","PlayStation Publishing LLC","Insomniac Games,Nixxes Software","1895880","https://store.steampowered.com/app/1895880",""
"Dungeons & Dragons Online®","1340596800000","false","993939","0","15166436.681672873","129.4847037331579","71","Indie","Standing Stone Games, LLC","Standing Stone Games, LLC","206480","https://store.steampowered.com/app/206480",""
"Shadow Warrior","1380168000000","false","1578995","29.99","15052487","22.115784092567818","92","AA","Devolver Digital","Flying Wild Hog","233130","https://store.steampowered.com/app/233130",""
"Dead Space (2008)","1231477200000","false","1615341","19.99","14856096","13.831091333042782","92","AAA","Electronic Arts","EA Redwood Shores","17470","https://store.steampowered.com/app/17470",""
"The Evil Within 2","1507780800000","false","747117","39.99","14850739","17.828091655783545","92","AAA","Bethesda Softworks","Tango Gameworks","601430","https://store.steampowered.com/app/601430",""
"A Way Out","1592452800000","false","2440189","29.99","14805540","5.970702351506498","88","AAA","Electronic Arts","Hazelight Studios","1222700","https://store.steampowered.com/app/1222700",""
"Coral Island","1665460800000","false","626149","29.99","14802405","81.86222088229682","88","AA","Humble Games","Stairway Games","1158160","https://store.steampowered.com/app/1158160","1699938000000"
"The Walking Dead: Saints & Sinners","1579755600000","false","456071","39.99","14600845","6.873682965007602","87","Indie","Skydance Interactive","Skydance Interactive","916840","https://store.steampowered.com/app/916840",""
"For The King","1485907200000","false","2062261","19.99","14563279","26.486781655608006","88","AA","Curve Games","IronOak Games","527230","https://store.steampowered.com/app/527230","1524110400000"
"Graveyard Keeper","1534305600000","false","1735006","19.99","14442033","42.25040012833138","86","AA","tinyBuild","Lazy Bear Games","599140","https://store.steampowered.com/app/599140",""
"NosTale - Anime MMORPG","1505707200000","false","422954","0","14425561.285480892","244.15310920165925","71","Indie","Gameforge 4D GmbH","Entwell Co., Ltd.","550470","https://store.steampowered.com/app/550470",""
"Wo Long: Fallen Dynasty","1677819600000","false","350856","39.99","14424134","32.199765966557514","48","AA","KOEI TECMO GAMES CO., LTD.,CE-Asia(Asia)","KOEI TECMO GAMES CO., LTD.","1448440","https://store.steampowered.com/app/1448440",""
"Elsword","1372636800000","false","1008366","0","14239164.790625669","186.1700316988257","74","Indie","KOG Games","KOG","237310","https://store.steampowered.com/app/237310","1404273600000"
"Just Cause 4 Reloaded","1543899600000","false","1122030","0","14204839.538844185","0","62","AA","Square Enix","Avalanche Studios","517630","https://store.steampowered.com/app/517630",""
"Resident Evil 4 (2005)","1393477200000","false","2361930","19.99","14203997","22.517513982349588","93","AA","Capcom","Capcom","254700","https://store.steampowered.com/app/254700",""
"Broforce","1396310400000","false","2667231","14.99","14140225","14.195595099387821","97","AA","Devolver Digital","Free Lives","274190","https://store.steampowered.com/app/274190","1444881600000"
"Darksiders III","1543294800000","false","475888","39.99","14116247","17.565127654083128","76","AA","THQ Nordic","Gunfire Games","606280","https://store.steampowered.com/app/606280",""
"ELEX","1508212800000","false","485417","29.99","14046426","41.37121697031966","74","AA","THQ Nordic","Piranha Bytes","411300","https://store.steampowered.com/app/411300",""
"Thief","1393477200000","false","1605158","19.99","14003315","9.415250960903215","74","AA","Eidos Interactive Corp.,Feral Interactive (Mac)","Eidos-Montréal,Feral Interactive (Mac)","239160","https://store.steampowered.com/app/239160",""
"Aimlabs","1517979600000","false","21148800","0","13964494.53250011","30.26778951123322","93","Indie","State Space Labs, Inc.","State Space Labs, Inc.","714010","https://store.steampowered.com/app/714010","1686888000000"
"Blasphemous","1568088000000","false","1613340","24.99","13904287","20.260355423013674","90","AA","Team17","The Game Kitchen","774361","https://store.steampowered.com/app/774361",""
"Sleeping Dogs: Definitive Edition","1412740800000","false","3157594","19.99","13902136","21.852700209726446","94","AA","Square Enix,Feral Interactive (Mac)","United Front Games,Feral Interactive (Mac)","307690","https://store.steampowered.com/app/307690",""
"暖雪 Warm Snow","1642482000000","false","1375981","17.99","13893338","26.838727391885396","93","Indie","bilibili","BadMudStudio","1296830","https://store.steampowered.com/app/1296830",""
"Tribes of Midgard","1627358400000","false","1466355","19.99","13872495","15.633464373813132","77","AA","Gearbox Publishing","Norsfell","858820","https://store.steampowered.com/app/858820",""
"Rogue Legacy 2","1597723200000","false","847185","24.99","13680292","48.47032203185439","91","Indie","Cellar Door Games","Cellar Door Games","1253920","https://store.steampowered.com/app/1253920","1651118400000"
"Arizona Sunshine®","1481000400000","false","624369","19.99","13596195","6.106133861031993","79","Indie","Vertigo Games","Vertigo Games,Jaywalkers Interactive","342180","https://store.steampowered.com/app/342180",""
"Gems of War - Puzzle RPG","1416459600000","false","551332","0","13523958.202881105","280.454455073097","79","AA","505 Games","Infinity Plus 2","329110","https://store.steampowered.com/app/329110",""
"Wobbly Life","1594180800000","true","1062041","17.99","13504336","19.63475464772162","97","Indie","RubberBandGames","RubberBandGames","1211020","https://store.steampowered.com/app/1211020",""
"Assassin's Creed™: Director's Cut Edition","1207713600000","false","1484140","19.99","13465021","11.005455685937306","82","AAA","Ubisoft","Ubisoft Montreal","15100","https://store.steampowered.com/app/15100",""
"Dungeon Fighter Online","1470715200000","false","804962","0","13449084.067828322","235.66695658206834","62","Indie","Neople","Neople","495910","https://store.steampowered.com/app/495910",""
"The Long Drive","1569384000000","true","1301329","15.99","13299914","13.331557911122925","91","Indie","Genesz","Genesz","1017180","https://store.steampowered.com/app/1017180",""
"Generation Zero®","1553572800000","false","1291313","24.99","13251831","68.31760358072384","72","AA","Avalanche Studios","Systemic Reaction™","704270","https://store.steampowered.com/app/704270",""
"BattleBlock Theater®","1396310400000","false","4294713","14.99","13150060","11.350496417560782","97","Indie","The Behemoth","The Behemoth","238460","https://store.steampowered.com/app/238460","1400126400000"
"The Stanley Parable: Ultra Deluxe","1651032000000","false","838060","24.99","13148392","6.105443149240118","94","Indie","Crows Crows Crows","Crows Crows Crows","1703340","https://store.steampowered.com/app/1703340",""
"NEEDY STREAMER OVERLOAD","1642741200000","false","1549464","15.99","12992154","12.740195758378754","95","Indie","WSS playground","WSS playground,xemono","1451940","https://store.steampowered.com/app/1451940",""
"Phoenix Wright: Ace Attorney Trilogy","1554782400000","false","1143370","29.99","12863804","32.35478623389183","98","AAA","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","787480","https://store.steampowered.com/app/787480",""
"Hurtworld","1448928000000","false","944280","24.99","12796734","131.2352780177983","76","Indie","Bankroll Studios","Bankroll Studios","393420","https://store.steampowered.com/app/393420
"Sonic Frontiers","1667797200000","false","370878","59.99","12793231","26.437264517897166","91","AAA","SEGA","Sonic Team","1237320","https://store.steampowered.com/app/1237320",""
"Bayonetta","1491883200000","false","1404989","19.99","12789464","21.556806580063657","93","AAA","SEGA","PlatinumGames","460790","https://store.steampowered.com/app/460790",""
"Spiritfarer®: Farewell Edition","1597723200000","false","1197885","29.99","12761235","15.54884050713275","95","Indie","Thunder Lotus Games","Thunder Lotus Games","972660","https://store.steampowered.com/app/972660",""
"Wizard of Legend","1526356800000","false","1381967","15.99","12692087","10.35265207083073","91","Indie","Contingent99,Humble Games","Contingent99","445980","https://store.steampowered.com/app/445980",""
"Demonologist","1679889600000","false","1013832","14.99","12670797","19.03833806738633","86","Indie","Clock Wizard Games","Clock Wizard Games","1929610","https://store.steampowered.com/app/1929610","1695614400000"
"Warhammer 40,000: Inquisitor - Martyr","1501545600000","false","675554","49.99","12586454","29.57683433853908","76","Indie","NeocoreGames","NeocoreGames","527430","https://store.steampowered.com/app/527430","1528171200000"
"Indiana Jones and the Great Circle","1733616000000","false","198878","69.99","12527524","23.290815847044577","92","AAA","Bethesda Softworks","MachineGames","2677660","https://store.steampowered.com/app/2677660",""
