steam_64_id,appid,name,playtime_forever,playtime_2weeks,has_community_visible_stats
76561199261311520,730,Counter-Strike 2,670,0,True
76561199078931824,730,Counter-Strike 2,64156,2112,True
76561199078931824,252490,Rust,68336,662,True
76561198093383728,730,Counter-Strike 2,8210,0,True
76561198120043216,730,Counter-Strike 2,48543,813,True
76561198167291120,730,Counter-Strike 2,30929,0,True
76561198268666368,730,Counter-Strike 2,23046,776,True
76561198065981008,730,Counter-Strike 2,110611,1101,True
76561198098326672,730,Counter-Strike 2,1064,0,True
76561198098361264,730,Counter-Strike 2,9065,0,True
76561198130848752,730,Counter-Strike 2,1058,0,True
76561198131226688,730,Counter-Strike 2,1799,0,True
76561198191696544,730,Counter-Strike 2,4233,20,True
76561198266923856,730,Counter-Strike 2,2607,0,True
76561198280910176,730,Counter-Strike 2,22597,447,True
76561199487329440,730,Counter-Strike 2,3002,0,True
76561198364474752,222880,Insurgency,1137,0,True
76561198364474752,730,Counter-Strike 2,48592,0,True
76561198364474752,218620,PAYDAY 2,3686,0,True
76561198365962816,648800,Raft,701,0,True
76561198437687408,730,Counter-Strike 2,4188,0,True
76561198976387344,730,Counter-Strike 2,1503,0,True
76561199075208096,218620,PAYDAY 2,654,0,True
76561199075208096,730,Counter-Strike 2,11565,0,True
76561199210839904,730,Counter-Strike 2,10473,0,True
76561198063438576,730,Counter-Strike 2,612,0,True
76561198074533536,218620,PAYDAY 2,1558,0,True
76561198074533536,730,Counter-Strike 2,703,0,True
76561198087540912,730,Counter-Strike 2,28185,0,True
76561198133758832,730,Counter-Strike 2,59310,57,True
76561198176222352,730,Counter-Strike 2,116835,746,True
76561198418901808,730,Counter-Strike 2,38728,0,True
76561198089766400,730,Counter-Strike 2,61421,0,True
76561198089766400,218620,PAYDAY 2,2189,0,True
76561198089766400,648800,Raft,2090,0,True
76561198089766400,252490,Rust,44857,0,True
76561198303283824,252490,Rust,1240,0,True
76561198303283824,730,Counter-Strike 2,17785,0,True
76561198798011744,730,Counter-Strike 2,38447,121,True
76561198861694048,221100,DayZ,50167,0,True
76561198861694048,252490,Rust,12845,0,True
76561198861694048,730,Counter-Strike 2,8221,0,True
76561198866526272,730,Counter-Strike 2,1687,0,True
76561198889831984,218620,PAYDAY 2,2967,63,True
76561198889831984,252490,Rust,25199,0,True
76561198889831984,730,Counter-Strike 2,56747,177,True
76561199093340240,730,Counter-Strike 2,27642,0,True
76561198113162672,218620,PAYDAY 2,2467,0,True
76561198113162672,730,Counter-Strike 2,75726,726,True
76561198254962624,730,Counter-Strike 2,56284,353,True
76561198347555184,730,Counter-Strike 2,138542,0,True
76561198347555184,252490,Rust,3774,0,True
76561198354495504,730,Counter-Strike 2,128055,517,True
76561198386310048,730,Counter-Strike 2,1029,0,True
76561198407132832,221100,DayZ,1276,0,True
76561198407132832,730,Counter-Strike 2,67292,30,True
76561198436053472,730,Counter-Strike 2,105332,3557,True
76561198826030368,730,Counter-Strike 2,4654,17,True
76561198838369424,730,Counter-Strike 2,75530,1785,True
76561198851097712,730,Counter-Strike 2,7946,0,True
76561198990431680,730,Counter-Strike 2,11090,1210,True
76561199096074880,730,Counter-Strike 2,27259,0,True
76561199096734608,730,Counter-Strike 2,58778,105,True
76561199221681952,730,Counter-Strike 2,9760,0,True
76561199228339872,730,Counter-Strike 2,7381,0,True
76561198042736912,252490,Rust,9324,0,True
76561198042736912,221100,DayZ,902,0,True
76561198042736912,730,Counter-Strike 2,54318,0,True
76561198086833168,730,Counter-Strike 2,52221,0,True
76561198086833168,218620,PAYDAY 2,8604,0,True
76561198103615296,218620,PAYDAY 2,2496,0,True
76561198103615296,648800,Raft,679,0,True
76561198103615296,730,Counter-Strike 2,72442,0,True
76561198110545680,730,Counter-Strike 2,68175,0,True
76561198110545680,252490,Rust,740,0,True
76561198138372800,730,Counter-Strike 2,65667,0,True
76561198167925088,730,Counter-Strike 2,195500,0,True
76561198167925088,218620,PAYDAY 2,20283,0,True
76561198167925088,252490,Rust,9062,0,True
76561198172181744,730,Counter-Strike 2,189592,0,True
76561198179171168,218620,PAYDAY 2,8658,0,True
76561198179171168,730,Counter-Strike 2,33331,0,True
76561198179171168,252490,Rust,618,0,True
76561198183291392,730,Counter-Strike 2,164367,0,True
76561198183291392,218620,PAYDAY 2,2523,0,True
76561198190774624,218620,PAYDAY 2,957,0,True
76561198190774624,221100,DayZ,10888,0,True
76561198190774624,730,Counter-Strike 2,49467,0,True
76561198190774624,252490,Rust,11412,0,True
76561198196054288,218620,PAYDAY 2,880,0,True
76561198196054288,252490,Rust,13669,0,True
76561198196054288,730,Counter-Strike 2,85907,0,True
76561198196346192,730,Counter-Strike 2,48701,95,True
76561198201577520,221100,DayZ,6893,0,True
76561198201577520,730,Counter-Strike 2,84287,1534,True
76561198202762992,730,Counter-Strike 2,83917,0,True
76561198209220336,252490,Rust,1936,122,True
76561198209220336,730,Counter-Strike 2,42891,0,True
76561198245072096,730,Counter-Strike 2,17788,0,True
76561198276422560,221100,DayZ,1372,0,True
76561198276422560,730,Counter-Strike 2,22174,0,True
76561198296061568,730,Counter-Strike 2,42646,0,True
76561198312366976,730,Counter-Strike 2,17620,392,True
76561198322259136,730,Counter-Strike 2,1005,0,True
76561198335777248,218620,PAYDAY 2,1394,0,True
76561198335777248,730,Counter-Strike 2,65173,1,True
76561198335777248,648800,Raft,769,0,True
76561198366346816,221100,DayZ,7139,0,True
76561198366346816,252490,Rust,13224,0,True
76561198366346816,218620,PAYDAY 2,5687,0,True
76561198366346816,730,Counter-Strike 2,790,0,True
76561198375934112,730,Counter-Strike 2,188894,0,True
76561198421785344,730,Counter-Strike 2,33047,0,True
76561198448229440,730,Counter-Strike 2,74694,54,True
76561198448525776,730,Counter-Strike 2,128090,2092,True
76561198874340576,730,Counter-Strike 2,87516,725,True
76561198882612800,221100,DayZ,1386,14,True
76561198882612800,730,Counter-Strike 2,65239,682,True
76561199002231968,730,Counter-Strike 2,28793,0,True
76561199066334448,730,Counter-Strike 2,647,0,True
76561199131267632,730,Counter-Strike 2,37675,1169,True
76561199131267632,252490,Rust,200701,2204,True
76561199151469936,648800,Raft,1932,0,True
76561198078523920,730,Counter-Strike 2,319212,22,True
76561198083861088,240,Counter-Strike: Source,2832,0,True
76561198083861088,730,Counter-Strike 2,59712,0,True
76561198083861088,252490,Rust,3179,0,True
76561198085988624,252490,Rust,1501,0,True
76561198085988624,730,Counter-Strike 2,98727,0,True
76561198086530192,730,Counter-Strike 2,1833,0,True
76561198086530192,218620,PAYDAY 2,1596,0,True
76561198102085680,218620,PAYDAY 2,2868,0,True
76561198102085680,252490,Rust,2924,0,True
76561198102085680,730,Counter-Strike 2,32879,0,True
76561198124520576,730,Counter-Strike 2,50915,0,True
76561198130395456,218620,PAYDAY 2,2145,0,True
76561198130395456,730,Counter-Strike 2,4553,131,True
76561198146066512,730,Counter-Strike 2,51257,448,True
76561198146720768,730,Counter-Strike 2,26637,0,True
76561198164559696,730,Counter-Strike 2,48347,0,True
76561198173687056,218620,PAYDAY 2,3263,0,True
76561198173687056,730,Counter-Strike 2,13936,0,True
76561198187575472,222880,Insurgency,54762,0,True
76561198187575472,218620,PAYDAY 2,7093,0,True
76561198187575472,730,Counter-Strike 2,101176,244,True
76561198193123728,218620,PAYDAY 2,1276,0,True
76561198193123728,730,Counter-Strike 2,53888,0,True
76561198217173456,730,Counter-Strike 2,29855,0,True
76561198241173920,730,Counter-Strike 2,110930,0,True
76561198844130640,730,Counter-Strike 2,789,0,True
76561198865867600,730,Counter-Strike 2,21592,0,True
76561198994675824,730,Counter-Strike 2,54347,93,True
76561199027584880,730,Counter-Strike 2,114816,0,True
76561199070449760,730,Counter-Strike 2,31309,0,True
76561199523681328,730,Counter-Strike 2,42351,3115,True
76561198083007632,730,Counter-Strike 2,64933,338,True
76561198083007632,648800,Raft,2378,0,True
76561198130088128,218620,PAYDAY 2,2761,0,True
76561198130088128,222880,Insurgency,4579,0,True
76561198130088128,252490,Rust,115789,0,True
76561198130088128,221100,DayZ,10335,0,True
76561198130088128,240,Counter-Strike: Source,662,0,True
76561198130088128,730,Counter-Strike 2,108058,7558,True
76561198155018672,730,Counter-Strike 2,36518,0,True
76561198155018672,222880,Insurgency,1152,0,True
76561198164353264,730,Counter-Strike 2,54382,0,True
76561198178117136,218620,PAYDAY 2,993,0,True
76561198178117136,730,Counter-Strike 2,25929,0,True
76561198284020800,252490,Rust,122014,584,True
76561198284020800,221100,DayZ,193040,0,True
76561198284020800,730,Counter-Strike 2,66058,0,True
76561198375568256,648800,Raft,1646,0,True
76561198375568256,252490,Rust,8717,0,True
76561198838578720,730,Counter-Strike 2,731,0,True
76561198855075536,730,Counter-Strike 2,29964,0,True
76561198059932112,730,Counter-Strike 2,228647,0,True
76561198217536992,240,Counter-Strike: Source,2675,0,True
76561198217536992,730,Counter-Strike 2,87966,105,True
76561198217536992,218620,PAYDAY 2,2230,0,True
76561198217536992,252490,Rust,854,0,True
76561198294272752,221100,DayZ,8625,0,True
76561198294272752,730,Counter-Strike 2,1248,0,True
76561198349501616,730,Counter-Strike 2,78862,0,True
76561198869155872,730,Counter-Strike 2,114456,79,True
76561198869155872,252490,Rust,1161,0,True
76561198922557520,218620,PAYDAY 2,2161,0,True
76561198922557520,648800,Raft,2220,0,True
76561198922557520,252490,Rust,151657,3227,True
76561198922557520,730,Counter-Strike 2,57500,0,True
76561199008846352,730,Counter-Strike 2,12127,4,True
76561199031899328,730,Counter-Strike 2,59520,0,True
76561199042740320,730,Counter-Strike 2,40642,0,True
76561199055414384,730,Counter-Strike 2,880,0,True
76561199151497728,730,Counter-Strike 2,108203,1555,True
76561199156376256,730,Counter-Strike 2,98417,1220,True
76561197994553904,218620,PAYDAY 2,9702,0,True
76561197994553904,730,Counter-Strike 2,41010,0,True
76561198058166432,240,Counter-Strike: Source,1864,0,True
76561198058166432,252490,Rust,2541,0,True
76561198058166432,222880,Insurgency,2010,0,True
76561198058166432,730,Counter-Strike 2,103353,0,True
76561198058166432,218620,PAYDAY 2,13549,0,True
76561198058166432,648800,Raft,1479,1063,True
76561198071963840,240,Counter-Strike: Source,5933,0,True
76561198071963840,730,Counter-Strike 2,163842,0,True
76561198071963840,218620,PAYDAY 2,9040,0,True
76561198071963840,252490,Rust,21119,0,True
76561198071963840,221100,DayZ,720,0,True
76561198071963840,222880,Insurgency,1883,0,True
76561198071963840,648800,Raft,2378,0,True
76561198100701504,218620,PAYDAY 2,670,0,True
76561198100701504,730,Counter-Strike 2,113286,50,True
76561198121197536,218620,PAYDAY 2,1329,0,True
76561198121197536,730,Counter-Strike 2,61943,0,True
76561198122228832,730,Counter-Strike 2,23702,0,True
76561198122812816,730,Counter-Strike 2,4383,0,True
76561198122812816,252490,Rust,66058,0,True
76561198129294832,240,Counter-Strike: Source,844,0,True
76561198129294832,730,Counter-Strike 2,164879,0,True
76561198129294832,218620,PAYDAY 2,6115,0,True
76561198129294832,252490,Rust,85792,1275,True
76561198151878192,218620,PAYDAY 2,8320,0,True
76561198151878192,222880,Insurgency,677,0,True
76561198151878192,730,Counter-Strike 2,59416,0,True
76561198151878192,648800,Raft,2445,0,True
76561198154588352,222880,Insurgency,1501,0,True
76561198154588352,730,Counter-Strike 2,80975,478,True
76561198154588352,218620,PAYDAY 2,886,0,True
76561198164896992,730,Counter-Strike 2,45514,0,True
76561198167414944,730,Counter-Strike 2,51251,121,True
76561198186567584,218620,PAYDAY 2,2122,0,True
76561198186567584,730,Counter-Strike 2,29737,0,True
76561198253431184,730,Counter-Strike 2,56320,0,True
76561198253431184,218620,PAYDAY 2,1815,0,True
76561198263984464,252490,Rust,17054,0,True
76561198263984464,222880,Insurgency,745,0,True
76561198263984464,730,Counter-Strike 2,14355,0,True
76561198263984464,218620,PAYDAY 2,2937,0,True
76561198276642976,240,Counter-Strike: Source,1249,0,True
76561198276642976,252490,Rust,17433,0,True
76561198276642976,221100,DayZ,11105,0,True
76561198276642976,730,Counter-Strike 2,38592,0,True
76561198276642976,218620,PAYDAY 2,9368,0,True
76561198307576736,218620,PAYDAY 2,873,0,True
76561198307576736,730,Counter-Strike 2,87491,0,True
76561198307576736,648800,Raft,2673,0,True
76561198307576736,252490,Rust,10471,0,True
76561198333207952,648800,Raft,628,0,True
76561198333207952,730,Counter-Strike 2,144861,861,True
76561198366777072,730,Counter-Strike 2,93039,0,True
76561198375503408,218620,PAYDAY 2,3554,0,True
76561198375503408,730,Counter-Strike 2,15853,0,True
76561198428095200,730,Counter-Strike 2,89682,239,True
76561198428095200,648800,Raft,737,0,True
76561198428095200,252490,Rust,773,0,True
76561198438513792,730,Counter-Strike 2,1596,0,True
76561198803292112,218620,PAYDAY 2,1115,0,True
76561198803292112,730,Counter-Strike 2,57562,0,True
76561198829706368,730,Counter-Strike 2,3527,0,True
76561198866287680,730,Counter-Strike 2,59831,0,True
76561198866287680,218620,PAYDAY 2,6023,0,True
76561198869218960,730,Counter-Strike 2,7637,0,True
76561198965400352,730,Counter-Strike 2,107290,456,True
76561198992273168,218620,PAYDAY 2,8857,0,True
76561198992273168,730,Counter-Strike 2,15484,0,True
76561199121649408,730,Counter-Strike 2,2435,0,True
76561199483859936,218620,PAYDAY 2,1131,0,True
76561199483859936,730,Counter-Strike 2,2730,0,True
76561198070960448,730,Counter-Strike 2,799,0,True
76561198092246832,730,Counter-Strike 2,5073,0,True
76561198100761296,730,Counter-Strike 2,811,0,True
76561198308867728,648800,Raft,8529,0,True
76561198438437520,730,Counter-Strike 2,1562,0,True
76561199189627360,730,Counter-Strike 2,2765,0,True
76561199510501728,730,Counter-Strike 2,948,0,True
76561198089777152,730,Counter-Strike 2,66858,2706,True
76561198282711696,730,Counter-Strike 2,5495,0,True
76561198330042432,730,Counter-Strike 2,1549,0,True
76561198369804080,730,Counter-Strike 2,1273,0,True
76561198398302864,730,Counter-Strike 2,18223,0,True
76561198423938880,730,Counter-Strike 2,3669,0,True
76561198814974784,730,Counter-Strike 2,841,0,True
76561198831781776,252490,Rust,645,0,True
76561198978445104,730,Counter-Strike 2,3029,0,True
76561199032658896,730,Counter-Strike 2,17354,498,True
76561199080602240,730,Counter-Strike 2,2668,0,True
76561199159988368,730,Counter-Strike 2,58264,0,True
76561199197547776,730,Counter-Strike 2,7026,0,True
76561199221929456,730,Counter-Strike 2,2467,0,True
76561199419485248,730,Counter-Strike 2,820,0,True
76561199485433856,730,Counter-Strike 2,1538,0,True
76561198296490464,730,Counter-Strike 2,33598,0,True
76561198346763424,730,Counter-Strike 2,24705,168,True
76561199015600496,730,Counter-Strike 2,18639,286,True
76561199053797248,730,Counter-Strike 2,8135,0,True
76561199513950144,730,Counter-Strike 2,6316,25,True
76561198052681232,730,Counter-Strike 2,119119,0,True
76561198064059296,240,Counter-Strike: Source,1707,0,True
76561198064059296,730,Counter-Strike 2,59718,0,True
76561198064059296,252490,Rust,18616,0,True
76561198064059296,222880,Insurgency,605,0,True
76561198064059296,218620,PAYDAY 2,1146,0,True
76561198048426864,240,Counter-Strike: Source,4343,0,True
76561198048426864,730,Counter-Strike 2,166727,0,True
76561198048426864,218620,PAYDAY 2,15058,0,True
76561198048426864,222880,Insurgency,2129,0,True
76561198048426864,648800,Raft,1049,0,True
76561198129305408,730,Counter-Strike 2,749,0,True
76561198071197888,730,Counter-Strike 2,10850,0,True
76561198074571824,730,Counter-Strike 2,39341,0,True
76561198074571824,648800,Raft,2092,0,True
76561198089022752,730,Counter-Strike 2,14852,0,True
76561198090291632,730,Counter-Strike 2,238609,0,True
76561198096040096,730,Counter-Strike 2,2684,0,True
76561198096497760,730,Counter-Strike 2,1114,0,True
76561198097144576,730,Counter-Strike 2,125539,175,True
76561198098882192,730,Counter-Strike 2,8430,30,True
76561198099177760,730,Counter-Strike 2,119237,0,True
76561198123208992,730,Counter-Strike 2,2351,0,True
76561198123553328,730,Counter-Strike 2,7179,136,True
76561198127026576,730,Counter-Strike 2,1837,0,True
76561198130210336,730,Counter-Strike 2,228139,0,True
76561198134277184,730,Counter-Strike 2,1136,0,True
76561198135405952,730,Counter-Strike 2,126528,764,True
76561198144129792,730,Counter-Strike 2,1591,0,True
76561198147108752,730,Counter-Strike 2,73469,0,True
76561198152153136,730,Counter-Strike 2,21041,0,True
76561198163584640,730,Counter-Strike 2,15545,0,True
76561198236240304,218620,PAYDAY 2,1886,0,True
76561198236240304,730,Counter-Strike 2,15558,0,True
76561198900425984,730,Counter-Strike 2,976,0,True
76561198987321680,730,Counter-Strike 2,13094,0,True
76561198067249152,730,Counter-Strike 2,29631,52,True
76561198101959120,730,Counter-Strike 2,22760,0,True
76561198102842880,730,Counter-Strike 2,6806,0,True
76561198109275008,730,Counter-Strike 2,2014,0,True
76561198145384448,730,Counter-Strike 2,22494,0,True
76561198094762384,730,Counter-Strike 2,3247,0,True
76561198100856800,730,Counter-Strike 2,1032,0,True
76561198135179680,730,Counter-Strike 2,15202,0,True
76561198446991200,730,Counter-Strike 2,38584,113,True
76561198447837536,730,Counter-Strike 2,2612,0,True
76561198889415904,218620,PAYDAY 2,1094,0,True
76561198889415904,730,Counter-Strike 2,21937,124,True
76561198889415904,648800,Raft,722,0,True
76561198889415904,252490,Rust,24806,0,True
76561197961659856,730,Counter-Strike 2,87138,429,True
76561197961659856,218620,PAYDAY 2,681,0,True
76561197961659856,648800,Raft,2550,0,True
76561197962055984,240,Counter-Strike: Source,14124,0,True
76561197962055984,730,Counter-Strike 2,206654,119,True
76561197962055984,218620,PAYDAY 2,9217,0,True
76561197962055984,252490,Rust,2257,0,True
76561197962142000,730,Counter-Strike 2,303818,1919,True
76561197962142000,252490,Rust,61806,0,True
76561197962142000,221100,DayZ,3317,0,True
76561197967936976,730,Counter-Strike 2,181933,1033,True
76561197982459056,240,Counter-Strike: Source,6454,0,True
76561197982459056,730,Counter-Strike 2,319950,0,True
76561197987649680,240,Counter-Strike: Source,163934,99,True
76561197987649680,730,Counter-Strike 2,38598,0,True
76561197989762304,730,Counter-Strike 2,286552,1778,True
76561197990075968,240,Counter-Strike: Source,4264,0,True
76561197990075968,730,Counter-Strike 2,93556,125,True
76561197991280560,730,Counter-Strike 2,67638,0,True
76561197992209984,240,Counter-Strike: Source,48433,0,True
76561197992209984,730,Counter-Strike 2,145861,0,True
76561197992209984,252490,Rust,14293,0,True
76561197992209984,221100,DayZ,4868,0,True
76561197992256336,240,Counter-Strike: Source,113957,56,True
76561197992256336,730,Counter-Strike 2,324784,141,True
76561197992714416,730,Counter-Strike 2,218115,0,True
76561198004108944,730,Counter-Strike 2,19562,0,True
76561198023795280,240,Counter-Strike: Source,73069,0,True
76561198023795280,730,Counter-Strike 2,50856,0,True
76561198023795280,252490,Rust,22622,0,True
76561198023795280,221100,DayZ,1465,0,True
76561198025109952,730,Counter-Strike 2,216852,228,True
76561198058918448,730,Counter-Strike 2,240432,330,True
76561198061831824,730,Counter-Strike 2,3750,0,True
76561198066178192,730,Counter-Strike 2,42137,74,True
76561198081411600,730,Counter-Strike 2,209988,1612,True
76561198087923104,240,Counter-Strike: Source,3460,0,True
76561198087923104,730,Counter-Strike 2,199043,3200,True
76561198096007616,730,Counter-Strike 2,86942,0,True
76561198096007616,221100,DayZ,1125,0,True
76561198096007616,648800,Raft,3030,0,True
76561198106702240,252490,Rust,6244,0,True
76561198106702240,730,Counter-Strike 2,110576,34,True
76561198111924224,730,Counter-Strike 2,106140,0,True
76561198116101536,730,Counter-Strike 2,42902,140,True
76561198119216192,730,Counter-Strike 2,164592,103,True
76561198119216192,252490,Rust,18934,0,True
76561198132723184,730,Counter-Strike 2,39031,0,True
76561198148098240,730,Counter-Strike 2,188698,1521,True
76561198154703760,252490,Rust,32484,0,True
76561198154703760,221100,DayZ,1663,0,True
76561198154703760,730,Counter-Strike 2,121890,489,True
76561198185848448,730,Counter-Strike 2,184902,0,True
76561198204013568,218620,PAYDAY 2,41659,64,True
76561198204013568,730,Counter-Strike 2,110120,1010,True
76561198247903696,730,Counter-Strike 2,179704,0,True
76561198247903696,252490,Rust,13877,0,True
76561198250604000,730,Counter-Strike 2,91525,17,True
76561198297451376,730,Counter-Strike 2,296457,0,True
76561198401438464,730,Counter-Strike 2,85406,0,True
76561198799922144,730,Counter-Strike 2,50240,0,True
76561198799922144,218620,PAYDAY 2,876,0,True
76561199039276576,730,Counter-Strike 2,61659,1236,True
76561199039276576,252490,Rust,6028,0,True
76561198109700704,240,Counter-Strike: Source,1368,0,True
76561198109700704,730,Counter-Strike 2,49970,432,True
76561198168669792,218620,PAYDAY 2,927,0,True
76561198168669792,730,Counter-Strike 2,27464,0,True
76561198168669792,648800,Raft,770,0,True
76561198168669792,252490,Rust,15710,1083,True
76561198201455984,222880,Insurgency,3958,0,True
76561198201455984,252490,Rust,66987,92,True
76561198201455984,730,Counter-Strike 2,79918,0,True
76561198201455984,218620,PAYDAY 2,13968,0,True
76561198210896096,218620,PAYDAY 2,2681,0,True
76561198210896096,730,Counter-Strike 2,144862,1,True
76561198416530448,730,Counter-Strike 2,18987,0,True
76561198868351360,648800,Raft,1057,0,True
76561198868351360,730,Counter-Strike 2,56934,0,True
76561198870826368,730,Counter-Strike 2,3664,0,True
76561198980207376,730,Counter-Strike 2,24583,0,True
76561199017903776,221100,DayZ,39453,0,True
76561199017903776,252490,Rust,627,0,True
76561199017903776,730,Counter-Strike 2,69167,0,True
76561199054974480,221100,DayZ,28615,0,True
76561199054974480,730,Counter-Strike 2,74683,78,True
