"name","firstReleaseDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl","earlyAccessExitDate"
"BlazBlue Entropy Effect","1692072000000","false","628415","19.99","8478528","27.338468221392336","95","Indie","91Act","91Act","2273430","https://store.steampowered.com/app/2273430",""
"Hyper Light Drifter","1459396800000","false","725653","19.99","8478502","11.75298366365821","93","Indie","Heart Machine","Heart Machine","257850","https://store.steampowered.com/app/257850",""
"Ultimate Admiral: Dreadnoughts","1639112400000","false","298870","34.99","8428139","45.242093139738685","65","Indie","Game-Labs","Game-Labs","1069660","https://store.steampowered.com/app/1069660","1674622800000"
"Dome Keeper","1664251200000","false","828662","17.99","8391161","27.967329987827483","92","AA","Raw Fury","Bippinbits","1637320","https://store.steampowered.com/app/1637320",""
"Offworld Trading Company","1422748800000","false","446945","29.99","8389390","45.017983309583734","77","Indie","Stardock Entertainment","Mohawk Games","271240","https://store.steampowered.com/app/271240","1461816000000"
"Overgrowth","1385856000000","false","415858","19.99","8376288","14.5826911663615","80","Indie","Wolfire Games","Wolfire Games","25000","https://store.steampowered.com/app/25000","1508126400000"
"SpeedRunners","1375315200000","false","2075339","14.99","8370464","11.979774610516605","94","AA","tinyBuild","DoubleDutch Games","207140","https://store.steampowered.com/app/207140","1461038400000"
"Hero's Adventure: Road to Passion","1678165200000","false","739159","17.99","8320885","44.17047218266631","84","Indie","Paleo","半瓶醋工作室（Half Amateur Studio）","1948980","https://store.steampowered.com/app/1948980","1700024400000"
"Wandering Sword","1694664000000","false","494364","24.99","8314070","37.26318170116508","95","Indie","Spiral Up Games","The Swordman Studio","1876890","https://store.steampowered.com/app/1876890",""
"Transistor","1400558400000","false","1578347","19.99","8288793","5.375952351909768","94","AA","Supergiant Games","Supergiant Games","237930","https://store.steampowered.com/app/237930",""
"Trine 4: The Nightmare Prince","1570507200000","false","776123","29.99","8209630","8.32662558572995","89","Indie","Frozenbyte","Frozenbyte","690640","https://store.steampowered.com/app/690640",""
"Sea of Stars","1693195200000","false","297873","34.99","8200780","25.596063558643976","89","Indie","Sabotage Studio","Sabotage Studio","1244090","https://store.steampowered.com/app/1244090",""
"Hydroneer","1588910400000","false","835122","14.99","8182704","30.809067352367737","87","Indie","Foulball Hangover","Foulball Hangover","1106840","https://store.steampowered.com/app/1106840",""
"Crypt of the NecroDancer","1404172800000","false","1757760","14.99","8163168","24.465453393177942","96","Indie","Brace Yourself Games,Klei Entertainment","Brace Yourself Games","247080","https://store.steampowered.com/app/247080","1429761600000"
"Paint the Town Red","1444708800000","false","839244","19.99","8160528","17.82862536484484","96","Indie","South East Games","South East Games","337320","https://store.steampowered.com/app/337320","1627531200000"
"EVERSPACE™","1472688000000","false","682000","19.99","8152351","34.27549398873739","79","Indie","ROCKFISH Games","ROCKFISH Games","396750","https://store.steampowered.com/app/396750","1495684800000"
"Feed and Grow: Fish","1452229200000","true","749516","14.99","8137151","20.472439217622558","78","Indie","Greens s.r.o.","Old B1ood","429050","https://store.steampowered.com/app/429050",""
"GRIS","1544677200000","false","1446790","14.99","8128126","5.192647674848706","96","AA","Devolver Digital","Nomada Studio","683320","https://store.steampowered.com/app/683320",""
"SCP: 5K","1645506000000","true","518488","19.99","8121707","9.493767648541091","79","Indie","Affray Interactive","Affray Interactive","872670","https://store.steampowered.com/app/872670",""
"Risk of Rain (2013)","1383886800000","false","1666387","9.99","8118274","18.83354978856277","93","AA","Gearbox Publishing","Hopoo Games","248820","https://store.steampowered.com/app/248820",""
"Kena: Bridge of Spirits","1664164800000","false","435120","39.99","8067932","13.400508664849642","92","Indie","Ember Lab","Ember Lab","1954200","https://store.steampowered.com/app/1954200",""
"Battle Brothers","1427846400000","false","513512","29.99","8036296","122.4826138457614","88","Indie","Overhype Studios","Overhype Studios","365360","https://store.steampowered.com/app/365360","1490328000000"
"Trine Enchanted Edition","1246507200000","false","1654014","14.99","7998040","5.49526159177785","96","Indie","Frozenbyte","Frozenbyte","35700","https://store.steampowered.com/app/35700",""
"ANIMAL WELL","1715227200000","false","391909","24.99","7995019","0","96","Indie","Bigmode","Billy Basso","813230","https://store.steampowered.com/app/813230",""
"Soulstone Survivors","1667797200000","true","1066250","9.99","7979859","44.39937835931347","91","Indie","Game Smithing Limited","Game Smithing Limited","2066020","https://store.steampowered.com/app/2066020",""
"Spelunky 2","1601352000000","false","509856","19.99","7974906","38.844661113700006","93","Indie","Mossmouth","Mossmouth,BlitWorks","418530","https://store.steampowered.com/app/418530",""
"Infection Free Zone","1712808000000","true","434691","24.99","7955139","36.202780701070544","78","Indie","Games Operators","Jutsu Games","1465460","https://store.steampowered.com/app/1465460",""
"Soulmask","1717041600000","true","341942","29.99","7945126","144.5597767418664","81","Indie","Qooland Games","CampFire Studio","2646460","https://store.steampowered.com/app/2646460",""
"Osiris: New Dawn","1475035200000","false","474986","34.99","7917204","0","54","Indie","Fenix Fire Entertainment","Fenix Fire Entertainment","402710","https://store.steampowered.com/app/402710","1674018000000"
"Project Wingman","1606798800000","false","421312","24.99","7915196","25.85196300100728","94","Indie","Sector D2,Humble Games","Sector D2","895870","https://store.steampowered.com/app/895870",""
"Rogue Legacy","1372305600000","false","1531268","14.99","7859660","33.1456100547562","93","Indie","Cellar Door Games","Cellar Door Games","241600","https://store.steampowered.com/app/241600",""
"Smalland: Survive the Wilds","1680062400000","false","365375","34.99","7829723","22.696476341006388","83","Indie","Merge Games,Maximum Entertainment","Merge Games","768200","https://store.steampowered.com/app/768200","1707973200000"
"KARDS - The WW2 Card Game","1555041600000","1586923200000","false","1457665","0","7808414.429968715","104.38695506864121","77","Indie","1939 Games","1939 Games","544810","https://store.steampowered.com/app/544810"
"Stoneshard","1580965200000","","true","628668","24.99","7797425","27.517521447761812","74","Indie","HypeTrain Digital","Ink Stains Games","625960","https://store.steampowered.com/app/625960"
"Streets of Rogue","1488326400000","1562904000000","false","1052199","19.99","7790841","17.84622400701176","96","AA","tinyBuild","Matt Dabrowski","512900","https://store.steampowered.com/app/512900"
"Unturned","1401580800000","1499400000000","false","32267497","0","7787240.452942894","178.84339287263515","91","Indie","Smartly Dressed Games","Smartly Dressed Games","304930","https://store.steampowered.com/app/304930"
"Move or Die","1420070400000","1453352400000","false","1633782","14.99","7774408","9.439951874961027","90","Indie","Those Awesome Guys","Xelu,Those Awesome Guys","323850","https://store.steampowered.com/app/323850"
"Shadows of Doubt","1682308800000","1727308800000","false","466657","24.99","7722845","24.008076219945888","85","Indie","Fireshine Games","ColePowered Games","986130","https://store.steampowered.com/app/986130"
"Mini Motorways","1626753600000","","false","993797","9.99","7711182","17.152421022759974","96","Indie","Dinosaur Polo Club","Dinosaur Polo Club","1127500","https://store.steampowered.com/app/1127500"
"DUSK","1514764800000","1544418000000","false","592083","19.99","7702107","10.91065724869282","97","AA","New Blood Interactive","David Szymanski","519860","https://store.steampowered.com/app/519860"
"Volcano Princess","1681963200000","","false","1071475","10.99","7696073","13.646138843013809","98","AA","Gamera Games","养蛋人 Egg Hatcher","1669980","https://store.steampowered.com/app/1669980"
"Volcanoids","1548738000000","","true","528860","19.99","7691990","8.751135036418889","83","Indie","Volcanoid","Volcanoid","951440","https://store.steampowered.com/app/951440"
"Who's Your Daddy?!","1448928000000","1463112000000","false","1803886","6.99","7686555","3.365917495503912","80","Indie","Evil Tortilla Games","Evil Tortilla Games","427730","https://store.steampowered.com/app/427730"
"Bomb Rush Cyberfunk","1692331200000","","false","231344","39.99","7655458","17.770287183951933","98","Indie","Team Reptile","Team Reptile","1353230","https://store.steampowered.com/app/1353230"
"Legion TD 2 - Multiplayer Tower Defense","1511154000000","1633060800000","false","540761","24.99","7641932","0","86","Indie","AutoAttack Games","AutoAttack Games","469600","https://store.steampowered.com/app/469600"
"Voidtrain","1683604800000","","true","331871","29.99","7633655","11.274296351953629","74","Indie","HypeTrain Digital","HypeTrain Digital","1159690","https://store.steampowered.com/app/1159690"
"Serious Sam 4","1600920000000","","false","391960","39.99","7613167","13.880710192763171","83","AA","Devolver Digital","Croteam","257420","https://store.steampowered.com/app/257420"
"Moonlighter","1527566400000","","false","978772","19.99","7551196","17.174196682112772","82","AA","11 bit studios","Digital Sun","606150","https://store.steampowered.com/app/606150"
"Draw & Guess","1609045200000","1615525200000","false","3691675","2.99","7532128","22.139092674916228","84","Indie","Acureus","Acureus","1483870","https://store.steampowered.com/app/1483870"
"Super Bunny Man","1504152000000","1684209600000","false","811214","14.99","7508899","5.471708509009174","87","Indie","Catobyte Ltd","Catobyte","673750","https://store.steampowered.com/app/673750"
"Gold Mining Simulator","1507867200000","","false","653785","19.99","7504699","47.666924841966065","72","Indie","Code Horizon,PlayWay S.A.","Code Horizon","451340","https://store.steampowered.com/app/451340"
"Last Oasis","1585195200000","","true","338424","29.99","7502493","140.53972339084402","62","Indie","Donkey Crew,Snail Games USA","Donkey Crew","903950","https://store.steampowered.com/app/903950"
"Into the Radius VR","1573016400000","1595217600000","false","350140","29.99","7470469","0","94","Indie","CM Games","CM Games","1012790","https://store.steampowered.com/app/1012790"
"What Remains of Edith Finch","1493006400000","","false","991300","19.99","7421085","2.8803583451326578","96","AA","Annapurna Interactive","Giant Sparrow","501300","https://store.steampowered.com/app/501300"
"Maneater","1621915200000","","false","387081","39.99","7395560","11.478754052280507","89","AA","Tripwire Interactive","Tripwire Interactive","629820","https://store.steampowered.com/app/629820"
"Contagion","1377993600000","1382673600000","false","952491","9.99","7386346","29.804553321539217","73","Indie","Monochrome, Inc","Monochrome, Inc","238430","https://store.steampowered.com/app/238430"
"Avorion","1483228800000","1583726400000","false","494325","24.99","7366271","152.2480934873531","90","Indie","Boxelware","Boxelware","445220","https://store.steampowered.com/app/445220"
"Warhammer 40,000: Boltgun","1684814400000","","false","432047","21.99","7338967","8.113092405255573","91","AA","Focus Entertainment","Auroch Digital","2005010","https://store.steampowered.com/app/2005010"
"Two Point Campus","1660017600000","","false","492768","29.99","7328878","24.197829798294446","87","AAA","SEGA","Two Point Studios","1649080","https://store.steampowered.com/app/1649080"
"GORN","1498867200000","1563422400000","false","535565","19.99","7282972","12.484651811383687","94","AA","Devolver Digital","Free Lives","578620","https://store.steampowered.com/app/578620"
"Overcooked","1470196800000","","false","1467233","16.99","7280848","7.8600667990241195","90","Indie","Team17 Digital Ltd","Ghost Town Games Ltd.","448510","https://store.steampowered.com/app/448510"
"Salt and Sanctuary","1463457600000","","false","911090","17.99","7241850","25.59122470429711","90","Indie","Ska Studios","Ska Studios","283640","https://store.steampowered.com/app/283640"
"Steel Division 2","1561003200000","","false","407018","39.99","7240620","42.249225869407546","80","Indie","Eugen Systems","Eugen Systems","919640","https://store.steampowered.com/app/919640"
"Legend of Mortal","1718337600000","","false","476545","19.99","7211799","24.586205299886267","78","Indie","Paras Games,Obb Studio Inc.","Obb Studio Inc.","1859910","https://store.steampowered.com/app/1859910"
"Nuclear Throne","1380585600000","1449291600000","false","682125","11.99","7192177","0","96","Indie","Vlambeer","Vlambeer","242680","https://store.steampowered.com/app/242680"
"Armello","1420070400000","1441080000000","false","645774","24.99","7183164","75.31272184016032","82","Indie","League of Geeks","League of Geeks","290340","https://store.steampowered.com/app/290340"
"Duck Game","1433390400000","","false","1269122","12.99","7172009","0","97","Indie","CORPTRON GAMES CORP.","Landon Podbielski","312530","https://store.steampowered.com/app/312530"
"The Jackbox Party Pack 6","1571198400000","","false","330751","29.99","7164576","8.291199171561177","95","AA","Jackbox Games, Inc.","Jackbox Games, Inc.","1005300","https://store.steampowered.com/app/1005300"
"Onward","1472443200000","","true","416710","24.99","7151139","32.846142292745064","69","Indie","Downpour Interactive","Downpour Interactive","496240","https://store.steampowered.com/app/496240"
"Trepang2","1569988800000","1687320000000","false","343811","39.99","7135887","10.572485587997454","94","AA","Team17","Trepang Studios","1164940","https://store.steampowered.com/app/1164940"
"The Universim","1535428800000","1705899600000","false","315173","29.99","7122644","16.87078995076916","81","Indie","Crytivo","Crytivo","352720","https://store.steampowered.com/app/352720"
"CARRION","1595476800000","","false","616233","19.99","7089469","7.983045811379688","95","AA","Devolver Digital","Phobia Game Studio","953490","https://store.steampowered.com/app/953490"
"Wingspan","1600315200000","","false","581183","19.99","7068874","14.601053718128554","94","Indie","Monster Couch,Stonemaier Games,indienova","Monster Couch","1054490","https://store.steampowered.com/app/1054490"
"Stacklands","1649390400000","","false","1629248","7.99","7056146","7.289886347809406","96","Indie","Sokpop Collective","Sokpop Collective","1948280","https://store.steampowered.com/app/1948280"
"Pacify","1550811600000","","false","2277641","4.99","7043372","4.867951351537521","87","Indie","Hitchcock Games","Shawn Hitchcock","967050","https://store.steampowered.com/app/967050"
"SIGNALIS","1666843200000","","false","455112","19.99","7018369","11.15358548630492","97","AA","Humble Games,PLAYISM","rose-engine","1262350","https://store.steampowered.com/app/1262350"
"Tower Unite","1460088000000","","true","629489","19.99","7001983","39.19380469985275","90","Indie","PixelTail Games","PixelTail Games","394690","https://store.steampowered.com/app/394690"
"Car For Sale Simulator 2023","1684382400000","1730419200000","false","543172","17.99","6993659","0","82","Indie","Red Axe Games","Red Axe Games","2248760","https://store.steampowered.com/app/2248760"
"Hand of Fate","1404172800000","1424149200000","false","672359","19.99","6934908","17.20416102735156","89","Indie","Defiant Development","Defiant Development","266510","https://store.steampowered.com/app/266510"
"Door Kickers 2: Task Force North","1604379600000","","true","344983","24.99","6924907","64.09691565164914","95","Indie","KillHouse Games","KillHouse Games","1239080","https://store.steampowered.com/app/1239080"
"Skater XL - The Ultimate Skateboarding Game","1545195600000","1595908800000","false","350813","39.99","6922609","60.99273525351945","86","Indie","Easy Day Studios Pty Ltd","Easy Day Studios Pty Ltd","962730","https://store.steampowered.com/app/962730"
"Skullgirls 2nd Encore","1377144000000","","false","1431986","24.99","6913883","19.303153576417458","88","Indie","Autumn Games","Hidden Variable Studios","245170","https://store.steampowered.com/app/245170"
"Another Crab's Treasure","1714017600000","false","292680","29.99","6902892","15.044283680672958","95","Indie","Aggro Crab","Aggro Crab","1887840","https://store.steampowered.com/app/1887840",""
"Lost Castle / 失落城堡","1454284800000","false","1469106","9.99","6856454","25.997638543844868","87","Indie","Neon Doctrine","Hunter Studio","434650","https://store.steampowered.com/app/434650","1472616000000"
"Slay the Princess — The Pristine Cut","1698033600000","false","468592","17.99","6848825","9.070596802892531","97","Indie","Black Tabby Games,Serenity Forge","Black Tabby Games","1989270","https://store.steampowered.com/app/1989270",""
"Hand of Fate 2","1510030800000","false","381651","29.99","6848619","29.990501298850262","85","Indie","Defiant Development","Defiant Development","456670","https://store.steampowered.com/app/456670",""
"Antichamber","1359608400000","false","1006000","19.99","6778257","8.524645523954277","95","Indie","Demruth","Alexander Bruce","219890","https://store.steampowered.com/app/219890",""
"Space Haven","1590033600000","true","457327","22.99","6769482","53.52249366813623","86","Indie","Bugbyte Ltd.","Bugbyte Ltd.","979110","https://store.steampowered.com/app/979110",""
"Dead Frontier 2","1535760000000","false","3314776","0","6760153.731637159","111.84964076511582","71","Indie","Creaky Corpse Ltd","Creaky Corpse Ltd","744900","https://store.steampowered.com/app/744900","1563163200000"
"Palia","1711339200000","false","1377742","0","6754865","73.615533139555","85","Indie","Singularity 6 Corporation","Singularity 6 Corporation","2707930","https://store.steampowered.com/app/2707930",""
"Night of the Dead","1598500800000","false","380511","29.99","6752857","80.56396405680653","78","Indie","Jackto Studios","Jackto Studios","1377380","https://store.steampowered.com/app/1377380","1717128000000"
"Minion Masters","1480550400000","false","2988573","0","6739759.553002511","114.39142824912433","90","Indie","BetaDwarf","BetaDwarf","489520","https://store.steampowered.com/app/489520","1558670400000"
"Big Ambitions","1678424400000","true","357543","22.99","6734024","46.15777189519329","93","Indie","Hovgaard Games","Hovgaard Games","1331550","https://store.steampowered.com/app/1331550",""
"Blush Blush","1554350400000","false","311187","0","6717242.877367521","72.6962458611016","87","Indie","Sad Panda Studios","Sad Panda Studios","777130","https://store.steampowered.com/app/777130","1587528000000"
"Clone Drone in the Danger Zone","1489636800000","false","703866","19.99","6710212","40.01512835010256","97","Indie","Doborog Games","Doborog Games","597170","https://store.steampowered.com/app/597170","1627358400000"
"Day of Infamy","1467331200000","false","785506","14.99","6694700","44.87762833011712","83","Indie","New World Interactive","New World Interactive","447820","https://store.steampowered.com/app/447820","1490241600000"
"Have a Nice Death","1646715600000","false","398333","24.99","6691978","27.09457466830702","86","AA","Arc Games","Magic Design Studios","1740720","https://store.steampowered.com/app/1740720","1679457600000"
"SUPERHOT: MIND CONTROL DELETE","1512622800000","false","444754","24.99","6691918","5.2912054940611934","85","Indie","SUPERHOT Team","SUPERHOT Team","690040","https://store.steampowered.com/app/690040","1594872000000"
"Ancestors: The Humankind Odyssey","1598500800000","false","500313","39.99","6671681","26.73173868169704","78","AA","Private Division","Panache Digital Games","536270","https://store.steampowered.com/app/536270",""
"The Mortuary Assistant","1659412800000","false","355638","24.99","6645861","4.7948061139921645","92","Indie","DreadXP","DarkStone Digital","1295920","https://store.steampowered.com/app/1295920",""
"Darkwood","1404172800000","false","993359","14.99","6636154","16.165403012485314","95","Indie","Acid Wizard Studio","Acid Wizard Studio","274520","https://store.steampowered.com/app/274520","1502942400000"
"We Who Are About To Die","1668402000000","true","377038","21.99","6612146","8.683292319080596","88","Indie","Jordy Lakiere","Jordy Lakiere","973230","https://store.steampowered.com/app/973230",""
"War for the Overworld","1367366400000","false","468276","29.99","6590140","13.812126845412887","86","Indie","Brightrock Games","Brightrock Games","230190","https://store.steampowered.com/app/230190","1427947200000"
"Pistol Whip","1573102800000","false","295393","29.99","6562270","8.533393846331318","94","Indie","Cloudhead Games Ltd.","Cloudhead Games Ltd.","1079800","https://store.steampowered.com/app/1079800",""
"Travellers Rest","1595908800000","true","587335","17.99","6552963","24.078072488860006","89","Indie","Isolated Games,IndieArk","Isolated Games","1139980","https://store.steampowered.com/app/1139980",""
"Ultimate Epic Battle Simulator 2","1652328000000","false","475257","19.99","6548924","6.657199210881878","84","Indie","Brilliant Game Studios","Brilliant Game Studios","1468720","https://store.steampowered.com/app/1468720","1689912000000"
"Ruined King: A League of Legends Story™","1637038800000","false","385063","29.99","6539084","0","89","Indie","Riot Forge","Airship Syndicate","1276790","https://store.steampowered.com/app/1276790",""
"The Binding of Isaac","1317182400000","false","4388344","4.99","6533837","26.558564023548904","95","Indie","Edmund McMillen","Edmund McMillen,Florian Himsl","113200","https://store.steampowered.com/app/113200",""
"Griftlands","1592107200000","false","583294","19.99","6529413","34.382429541327475","94","AA","Klei Entertainment","Klei Entertainment","601840","https://store.steampowered.com/app/601840","1622520000000"
"Zero Caliber VR","1541739600000","false","339758","24.99","6505391","5.059723618094604","77","Indie","XREAL Games","XREAL Games","877200","https://store.steampowered.com/app/877200","1690776000000"
"Stonehearth","1433116800000","false","341585","19.99","6482934","41.61322879965407","76","Indie","(none)","Radiant Entertainment","253250","https://store.steampowered.com/app/253250","1532491200000"
"BPM: BULLETS PER MINUTE","1600142400000","false","490955","19.99","6476456","0","91","Indie","Awe Interactive","Awe Interactive","1286350","https://store.steampowered.com/app/1286350",""
"Neon White","1655352000000","false","372852","24.99","6461520","0","98","AA","Annapurna Interactive","Angel Matrix","1533420","https://store.steampowered.com/app/1533420",""
"Spelunky","1375934400000","false","1168802","14.99","6446915","20.558938736011832","92","Indie","Mossmouth","Mossmouth","239350","https://store.steampowered.com/app/239350",""
"HuniePop","1421643600000","false","719580","9.99","6397894","23.94336357401568","96","Indie","HuniePot","HuniePot","339800","https://store.steampowered.com/app/339800",""
"Buckshot Roulette","1712203200000","false","2789915","2.99","6369991","4.9352038463033985","96","Indie","CRITICAL REFLEX","Mike Klubnika","2835570","https://store.steampowered.com/app/2835570",""
"Blasphemous 2","1692849600000","false","352887","29.99","6367027","19.209043346642712","92","AA","Team17","The Game Kitchen","2114740","https://store.steampowered.com/app/2114740",""
"Transformice","1422594000000","false","3086270","0","6365592.56665147","31.84732337501731","88","Indie","Atelier 801","Atelier 801","335240","https://store.steampowered.com/app/335240",""
"Symphony of War: The Nephilim Saga","1654833600000","false","518726","19.99","6339106","21.440259827183723","95","Indie","indie.io","Dancing Dragon Games","1488200","https://store.steampowered.com/app/1488200",""
"RUNNING WITH RIFLES","1393632000000","false","1094449","14.99","6320992","67.42518684920543","88","Indie","Osumia Games","Osumia Games","270150","https://store.steampowered.com/app/270150","1427947200000"
"60 Seconds! Reatomized","1564027200000","false","1055971","9.99","6245360","11.28670071707288","94","Indie","Robot Gentleman","Robot Gentleman","1012880","https://store.steampowered.com/app/1012880",""
"Tetris® Effect: Connected","1629172800000","false","259085","39.99","6234173","16.679106001364133","95","Indie","Enhance","Monstars Inc.,Resonair,Stage Games","1003590","https://store.steampowered.com/app/1003590",""
"Chants of Sennaar","1693886400000","false","436238","19.99","6222784","9.373303684315058","98","AA","Focus Entertainment","Rundisc","1931770","https://store.steampowered.com/app/1931770",""
"Reign Of Kings","1425168000000","false","590507","9.99","6198203","77.4424108134912","57","Indie","Code}{atch","Code}{atch","344760","https://store.steampowered.com/app/344760","1450155600000"
"Trine 2: Complete Story","1322697600000","false","2187664","19.99","6180753","7.269779123616185","95","Indie","Frozenbyte","Frozenbyte","35720","https://store.steampowered.com/app/35720","1370491200000"
"Tricky Towers","1470110400000","false","1119096","14.99","6170416","6.966965234982705","90","Indie","WeirdBeard","WeirdBeard","437920","https://store.steampowered.com/app/437920",""
"Turmoil","1433116800000","false","1320785","12.99","6123963","11.648987052390384","93","Indie","Gamious","Gamious","361280","https://store.steampowered.com/app/361280","1464840000000"
"Crab Champions","1680321600000","true","681007","9.99","6044806","23.019713046953928","98","Indie","Noisestorm","Noisestorm","774801","https://store.steampowered.com/app/774801",""
"Parkitect","1462060800000","false","286863","29.99","6039754","61.6629603619016","94","Indie","Texel Raptor","Texel Raptor","453090","https://store.steampowered.com/app/453090","1543467600000"
"Kingdom Two Crowns","1544504400000","false","941387","19.99","6012233","34.91576242808092","90","AA","Raw Fury","Stumpy🐙Squid,Fury Studios,Coatsink","701160","https://store.steampowered.com/app/701160",""
"Wasteland 2: Director's Cut","1385856000000","false","340156","29.99","6011567","24.241877560586328","82","Indie","inXile Entertainment","inXile Entertainment","240760","https://store.steampowered.com/app/240760","1411012800000"
"Fields of Mistria","1722816000000","true","461288","13.99","6010014","30.472357290677113","98","Indie","NPC Studio","NPC Studio","2142790","https://store.steampowered.com/app/2142790",""
"Bread & Fred","1684814400000","false","509551","14.99","6005010","3.272783626380963","83","Indie","Infogrames","SandCastles Studio","1607680","https://store.steampowered.com/app/1607680",""
"ABZU","1470110400000","false","731991","19.99","5982227","3.5474219807076564","93","AA","505 Games","Giant Squid","384190","https://store.steampowered.com/app/384190",""
"Labyrinthine","1603857600000","false","873233","9.99","5982166","19.393406369077773","85","Indie","Valko Game Studios","Valko Game Studios","1302240","https://store.steampowered.com/app/1302240","1692331200000"
"Hello Neighbor","1512709200000","false","513115","29.99","5958165","24.103856856477105","83","AA","tinyBuild","Dynamic Pixels","521890","https://store.steampowered.com/app/521890",""
"Call to Arms","1438228800000","false","874108","14.99","5950538","26.730053612695883","80","Indie","Digitalmindsoft","Digitalmindsoft","302670","https://store.steampowered.com/app/302670",""
"The Last Spell","1622692800000","false","358436","24.99","5915646","27.605399296799035","92","Indie","The Arcade Crew,Gamera Games,DANGEN Entertainment","Ishtar Games","1105670","https://store.steampowered.com/app/1105670","1678338000000"
"CONFLICT OF NATIONS: WORLD WAR 3","1521086400000","false","357051","0","5870622.391466718","172.10357927290582","77","Indie","Dorado Games","Dorado Games","784950","https://store.steampowered.com/app/784950",""
"Tiny Glade","1727049600000","false","474583","14.99","5861491","8.658880320807002","98","Indie","Pounce Light","Pounce Light","2198150","https://store.steampowered.com/app/2198150",""
"Chernobylite Complete Edition","1571198400000","false","434128","29.99","5850333","0","83","Indie","The Farm 51","The Farm 51","1016800","https://store.steampowered.com/app/1016800","1627444800000"
"Muse Dash","1560916800000","false","5775435","2.99","5831656","21.158914575939175","91","Indie","hasuhasu","peropero","774171","https://store.steampowered.com/app/774171",""
"LOCKDOWN Protocol","1721606400000","true","711582","9.99","5828324","22.4732271894207","89","Indie","Mirage Creative Lab","Mirage Creative Lab","2780980","https://store.steampowered.com/app/2780980",""
"Clicker Heroes","1431489600000","false","5180483","0","5803003.753422933","0","90","Indie","Playsaurus","Playsaurus","363970","https://store.steampowered.com/app/363970",""
"Cultist Simulator","1527739200000","false","538543","19.99","5776062","28.47656623655871","80","Indie","Weather Factory","Weather Factory","718670","https://store.steampowered.com/app/718670",""
"Five Nights at Freddy's","1408420800000","false","1691601","4.99","5742384","7.0560436942264975","93","Indie","Scott Cawthon","Scott Cawthon","319510","https://store.steampowered.com/app/319510",""
"Streets of Rage 4","1588219200000","false","388138","24.99","5741518","19.722290098438968","93","Indie","Dotemu","Dotemu,Guard Crush,Lizardcube","985890","https://store.steampowered.com/app/985890",""
"Journey","1591848000000","false","885368","14.99","5738534","8.97678965140534","94","AA","Annapurna Interactive","thatgamecompany","638230","https://store.steampowered.com/app/638230",""
"Isonzo","1663041600000","false","420266","39.99","5712349","29.883976438636697","83","Indie","BlackMill Games","BlackMill Games","1556790","https://store.steampowered.com/app/1556790",""
"Stay Out","1574830800000","true","2838859","0","5707860.363054192","18.37090690333124","64","Indie","MOBITECH LLC","MOBITECH LLC","1180380","https://store.steampowered.com/app/1180380",""
"Potionomics","1665979200000","false","274521","24.99","5676610","24.199651460863816","91","AA","XSEED Games,Marvelous USA, Inc.","Voracious Games","1874490","https://store.steampowered.com/app/1874490",""
"Talisman: Digital Classic Edition","1380585600000","false","2115651","0","5646953.888275929","22.72258638934147","78","Indie","Nomad Games","Nomad Games","247000","https://store.steampowered.com/app/247000","1393304400000"
"Derail Valley","1548392400000","true","194003","39.99","5640147","0","0","Indie","Altfuture","Altfuture","588030","https://store.steampowered.com/app/588030",""
"Visage","1538452800000","false","269482","34.99","5625842","5.952873228406438","85","Indie","SadSquare Studio","SadSquare Studio","594330","https://store.steampowered.com/app/594330","1603944000000"
"The Banner Saga","1385856000000","false","815381","24.99","5624172","9.344866638620676","89","Indie","Stoic Studio","Stoic","237990","https://store.steampowered.com/app/237990","1389675600000"
"One Step From Eden","1585195200000","false","364782","19.99","5616229","20.384331490056187","93","AA","Humble Games,Maple Whispering Limited","Thomas Moon Kang","960690","https://store.steampowered.com/app/960690",""
"Dungeon of the ENDLESS™","1385856000000","false","1200928","11.99","5616186","20.270814813077322","86","AAA","SEGA","AMPLITUDE Studios","249050","https://store.steampowered.com/app/249050","1414382400000"
"Poly Bridge 2","1590638400000","false","708423","14.99","5592159","17.554628213921347","95","Indie","Dry Cactus","Dry Cactus","1062160","https://store.steampowered.com/app/1062160",""
"Furi","1467691200000","false","570683","19.99","5586171","10.389582484745542","91","Indie","The Game Bakers","The Game Bakers","423230","https://store.steampowered.com/app/423230",""
"Natural Selection 2","1346457600000","false","1092615","4.99","5582369","170.64669384039698","85","AA","Unknown Worlds Entertainment","Unknown Worlds Entertainment","4920","https://store.steampowered.com/app/4920","1351569600000"
"Rhythm Doctor","1614315600000","true","489350","15.99","5571942","16.092591430128596","98","Indie","7th Beat Games,indienova","7th Beat Games","774181","https://store.steampowered.com/app/774181",""
"ROUNDS","1617249600000","false","1432941","5.99","5568683","15.94531651942443","95","AA","Landfall","Landfall","1557740","https://store.steampowered.com/app/1557740",""
"The Jackbox Party Pack 4","1508299200000","false","348601","24.99","5559574","6.674411073102559","95","AA","Jackbox Games, Inc.","Jackbox Games, Inc.","610180","https://store.steampowered.com/app/610180",""
"Project Hospital","1540872000000","false","391657","24.99","5558781","68.35879314187133","88","Indie","Oxymoron Games","Oxymoron Games","868360","https://store.steampowered.com/app/868360",""
