"name","firstReleaseDate","earlyAccessExitDate","earlyAccess","copiesSold","price","revenue","avgPlaytime","reviewScore","publisherClass","publishers","developers","steamId","steamUrl"
"Mortal Kombat X","1428897600000","false","2130496","19.99","31046078","23.501123278953038","85","AAA","Warner Bros. Games,Warner Bros. Interactive Entertainment","NetherRealm Studios,QLOC","307780","https://store.steampowered.com/app/307780",""
"Chivalry: Medieval Warfare","1350360000000","false","4583930","24.99","30942566","47.4852459081359","83","Indie","Torn Banner Studios","Torn Banner Studios","219640","https://store.steampowered.com/app/219640",""
"Killing Floor","1242273600000","false","3316360","19.99","30907681","51.350617649525745","95","AA","Tripwire Interactive","Tripwire Interactive","1250","https://store.steampowered.com/app/1250",""
"Outlast","1378267200000","false","5063731","19.99","30751271","8.571131142228445","96","AA","Red Barrels","Red Barrels","238320","https://store.steampowered.com/app/238320",""
"Wolfenstein: The New Order","1400472000000","false","2309510","19.99","30414635","15.32664864697557","91","AAA","Bethesda Softworks","MachineGames","201810","https://store.steampowered.com/app/201810",""
"GrandChase","1627358400000","false","1148691","0","30373101.43732205","207.41790205995133","62","Indie","KOG","KOG","985810","https://store.steampowered.com/app/985810",""
"Medieval Dynasty","1600315200000","false","1265760","34.99","30302346","75.89307727171031","91","Indie","Toplitz Productions","Render Cube","1129580","https://store.steampowered.com/app/1129580","1632369600000"
"Batman: Arkham Asylum Game of the Year Edition","1269576000000","false","3868331","19.99","30286391","15.038322341957173","96","AA","WB Games","Rocksteady Studios","35140","https://store.steampowered.com/app/35140",""
"Outer Wilds","1592452800000","false","1956659","24.99","30264984","24.245714897667497","96","AA","Annapurna Interactive","Mobius Digital","753640","https://store.steampowered.com/app/753640",""
"Wolfenstein II: The New Colossus","1508990400000","false","1331283","39.99","29922465","20.811251844592668","81","AAA","Bethesda Softworks","Machine Games","612880","https://store.steampowered.com/app/612880",""
"Mafia: Definitive Edition","1600920000000","false","2631648","39.99","29873485","11.213841647225635","87","AAA","2K","Hangar 13","1030840","https://store.steampowered.com/app/1030840",""
"Mortal Kombat 1","1695096000000","false","612696","89.99","29680010","59.538252235272054","69","AAA","Warner Bros. Games","NetherRealm Studios,QLOC","1971870","https://store.steampowered.com/app/1971870",""
"SPORE™","1229662800000","false","3611196","19.99","29534441","16.130080362681394","92","AAA","Electronic Arts","Maxis™","17390","https://store.steampowered.com/app/17390",""
"Castle Crashers®","1348632000000","false","7210759","14.99","29434018","15.172491845726931","96","Indie","The Behemoth","The Behemoth","204360","https://store.steampowered.com/app/204360",""
"Vampire Survivors","1639717200000","false","8219552","4.99","29348824","27.31726620763471","98","Indie","poncle","poncle","1794680","https://store.steampowered.com/app/1794680","1666238400000"
"Counter-Strike","973054800000","false","7003824","9.99","29239613","117.09218859506757","97","AAA","Valve","Valve","10","https://store.steampowered.com/app/10",""
"Chivalry 2","1655006400000","false","1514661","39.99","29205905","50.13501626191587","81","Indie","Tripwire Presents","Torn Banner Studios","1824220","https://store.steampowered.com/app/1824220",""
"Metaphor: ReFantazio","1728518400000","false","509726","69.99","29036229","53.21069604665527","91","AAA","SEGA","ATLUS","2679460","https://store.steampowered.com/app/2679460",""
"Barotrauma","1559707200000","false","1938271","34.99","28914714","69.73655108646541","94","AA","Daedalic Entertainment","FakeFish,Undertow Games","602960","https://store.steampowered.com/app/602960","1678680000000"
"Metro Exodus","1548979200000","false","3510618","29.99","28309748","26.98762407612328","90","AA","Deep Silver","4A Games","412020","https://store.steampowered.com/app/412020","1581656400000"
"State of Decay 2: Juggernaut Edition","1584072000000","false","1966472","29.99","28189241","43.194178337873424","83","AAA","Xbox Game Studios","Undead Labs","495420","https://store.steampowered.com/app/495420",""
"Torchlight II","1348113600000","false","3346795","19.99","28137228","24.913595331330896","93","AA","Arc Games","Runic Games","200710","https://store.steampowered.com/app/200710",""
"Just Cause 2","1269316800000","false","4489986","14.99","28017308","27.52064574469344","91","AA","Square Enix","Avalanche Studios","8190","https://store.steampowered.com/app/8190",""
"Prey","1493870400000","false","1630957","29.99","27999853","30.2983058024236","91","AAA","Bethesda Softworks","Arkane Studios","480490","https://store.steampowered.com/app/480490",""
"Freestyle 2: Street Basketball","1427860800000","false","1828145","0","27872163.91214863","134.95504336957148","73","Indie","JOYCITY","JOYCITY","339610","https://store.steampowered.com/app/339610",""
"Grim Dawn","1383264000000","false","3222057","24.99","27760732","133.47349779664034","94","AA","Crate Entertainment","Crate Entertainment","219990","https://store.steampowered.com/app/219990","1456376400000"
"The Lord of the Rings Online™","1338955200000","false","2029785","0","27631554.010377206","39.560461395263154","82","Indie","Standing Stone Games, LLC","Standing Stone Games, LLC","212500","https://store.steampowered.com/app/212500",""
"Batman™: Arkham Knight","1435032000000","false","3596045","19.99","27613812","25.01102831122514","88","AA","WB Games","Rocksteady Studios","208650","https://store.steampowered.com/app/208650",""
"Alien: Isolation","1412568000000","false","1817747","39.99","27224858","18.831613156202696","93","AAA","SEGA,Feral Interactive (Mac),Feral Interactive (Linux)","Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)","214490","https://store.steampowered.com/app/214490",""
"BONEWORKS","1575954000000","false","1036682","29.99","27134935","21.05738297964225","92","Indie","Stress Level Zero","Stress Level Zero","823500","https://store.steampowered.com/app/823500",""
"Sniper Elite 3","1403841600000","false","2111371","29.99","26751874","13.355753819815506","82","AA","Rebellion","Rebellion","238090","https://store.steampowered.com/app/238090",""
"OUTRIDERS","1617249600000","false","1232994","19.99","26729521","40.10636277177542","66","AA","Square Enix","People Can Fly","680420","https://store.steampowered.com/app/680420",""
"BioShock™ Remastered","1473912000000","false","3722461","19.99","26704525","0","82","AAA","2K,Feral Interactive (Mac)","2K Boston,2K Australia,Blind Squirrel,Feral Interactive (Mac)","409710","https://store.steampowered.com/app/409710",""
"Slime Rancher 2","1663819200000","true","1252675","29.99","26675466","19.75971394736165","94","AA","Monomi Park","Monomi Park","1657630","https://store.steampowered.com/app/1657630",""
"Horizon Forbidden West™ Complete Edition","1710993600000","false","515212","59.99","26671084","53.31933866144508","90","AAA","PlayStation Publishing LLC","Guerrilla,Nixxes Software","2420110","https://store.steampowered.com/app/2420110",""
"Hitman: Absolution™","1353301200000","false","3799322","19.99","26517344","15.175158220519654","93","Indie","Io-Interactive A/S","Io-Interactive A/S","203140","https://store.steampowered.com/app/203140",""
"DC Universe™ Online","1291161600000","false","1586702","0","26384480.83554529","151.85137289224676","81","Indie","Daybreak Game Company","Dimensional Ink Games","24200","https://store.steampowered.com/app/24200","1320206400000"
"SILENT HILL 2","1728259200000","false","428166","69.99","26248690","16.319832350905457","95","AA","KONAMI","Bloober Team SA","2124490","https://store.steampowered.com/app/2124490",""
"Nioh 2 – The Complete Edition","1612501200000","false","892916","49.99","26227850","78.36054476056374","88","AA","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.","1325200","https://store.steampowered.com/app/1325200",""
"Crossout","1470009600000","false","6466525","0","25858681.634487603","126.10221543818098","75","AA","Gaijin Network Ltd","Targem Games","386180","https://store.steampowered.com/app/386180","1501041600000"
"Resident Evil 6","1363838400000","false","2351562","19.99","25744739","23.61321187109256","79","AA","Capcom","Capcom","221040","https://store.steampowered.com/app/221040",""
"Far Cry® Primal","1456722000000","false","1379513","29.99","25602309","19.118600987136787","86","AAA","Ubisoft","Ubisoft","371660","https://store.steampowered.com/app/371660",""
"Call of Duty: World at War","1226984400000","false","2212067","19.99","25553871","35.85264112261212","92","AAA","Activision","Treyarch","10090","https://store.steampowered.com/app/10090",""
"Mirror's Edge™","1231909200000","false","2858491","19.99","25509266","0","88","AAA","Electronic Arts","DICE","17410","https://store.steampowered.com/app/17410",""
"Call of Duty®: Modern Warfare® Remastered (2017)","1491004800000","false","1080424","39.99","25369553","8.47192106190327","52","AAA","Activision","Raven Software,Beenox","393080","https://store.steampowered.com/app/393080","1501128000000"
"PAYDAY 3","1695268800000","false","767680","29.99","25348690","50.23042877794589","43","AA","Deep Silver","Starbreeze Studios","1272080","https://store.steampowered.com/app/1272080",""
"Wolcen: Lords of Mayhem","1456790400000","false","1387514","29.99","25031863","35.933464477626444","56","Indie","WOLCEN Studio","WOLCEN Studio","424370","https://store.steampowered.com/app/424370","1581570000000"
"Shadow Warrior 2","1476331200000","false","1933870","29.99","24958192","15.466070304879555","87","AA","Devolver Digital","Flying Wild Hog","324800","https://store.steampowered.com/app/324800",""
"ICARUS","1638507600000","false","1096027","34.99","24930630","0","72","Indie","RocketWerkz","RocketWerkz","1149460","https://store.steampowered.com/app/1149460",""
"Nioh: Complete Edition","1510030800000","false","1061400","49.99","24682576","59.655590323914915","80","AA","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.","485510","https://store.steampowered.com/app/485510",""
"Control Ultimate Edition","1598500800000","false","1487592","39.99","24586643","19.40803331846005","87","Indie","Remedy Entertainment","Remedy Entertainment","870780","https://store.steampowered.com/app/870780",""
"ACE COMBAT™ 7: SKIES UNKNOWN","1548910800000","false","1473461","59.99","24543790","32.44205652626827","87","AAA","Bandai Namco Entertainment","Bandai Namco Studios Inc.","502500","https://store.steampowered.com/app/502500",""
"Dishonored","1349668800000","false","3704169","9.99","24349210","26.611510801475887","98","AAA","Bethesda Softworks","Arkane Studios","205100","https://store.steampowered.com/app/205100",""
"Call of Duty®: Infinite Warfare","1478145600000","false","622129","59.99","24339944","22.62766173399573","59","AAA","Activision","Infinity Ward","292730","https://store.steampowered.com/app/292730",""
"Lords of the Fallen","1697169600000","false","534623","59.99","24072850","34.306072531777296","64","AA","CI Games","HEXWORKS","1501750","https://store.steampowered.com/app/1501750",""
"God of War Ragnarök","1726704000000","false","479458","59.99","23792203","38.56937247182435","85","AAA","PlayStation Publishing LLC","Santa Monica Studio,Jetpack Interactive","2322010","https://store.steampowered.com/app/2322010",""
"Wreckfest","1388534400000","false","1303804","29.99","23771856","21.941136564302063","88","AA","THQ Nordic","Bugbear","228380","https://store.steampowered.com/app/228380","1528948800000"
"Batman: Arkham City - Game of the Year Edition","1346990400000","false","3415008","19.99","23750021","20.224633362153902","96","AA","WB Games","Rocksteady Studios","200260","https://store.steampowered.com/app/200260",""
"Call of Duty®: Modern Warfare® 3 (2011)","1320728400000","false","788728","39.99","23730147","19.402114315701045","89","AAA","Activision","Infinity Ward,Sledgehammer Games","115300","https://store.steampowered.com/app/115300",""
"Assassin's Creed Valhalla","1670302800000","false","1353215","59.99","23393852","38.52549628199033","69","AAA","Ubisoft","Ubisoft Montreal","2208920","https://store.steampowered.com/app/2208920",""
"Saints Row IV: Re-Elected","1376884800000","false","4224761","19.99","23274511","21.558981518836816","88","AA","Deep Silver","Deep Silver Volition","206420","https://store.steampowered.com/app/206420",""
"Ghostrunner","1603771200000","false","1345288","29.99","23179858","12.35021548684872","91","AA","505 Games","One More Level,3D Realms,Slipgate Ironworks™,All in! Games","1139900","https://store.steampowered.com/app/1139900",""
"Foxhole","1501128000000","false","1369320","29.99","23087429","147.3595251127","83","Indie","Siege Camp","Siege Camp","505460","https://store.steampowered.com/app/505460","1664337600000"
"Outlast 2","1493006400000","false","2203254","29.99","23033071","9.034591431089414","91","AA","Red Barrels","Red Barrels","414700","https://store.steampowered.com/app/414700",""
"Idle Champions of the Forgotten Realms","1504224000000","false","1547388","0","22972102.076305665","420.9237208758484","78","Indie","Codename Entertainment Inc.","Codename Entertainment Inc.","627690","https://store.steampowered.com/app/627690","1585108800000"
"Like a Dragon: Infinite Wealth","1706158800000","false","430484","69.99","22797972","0","92","AAA","SEGA","Ryu Ga Gotoku Studio","2072450","https://store.steampowered.com/app/2072450",""
"Enter the Gungeon","1459828800000","false","3272814","14.99","22719025","46.60400812564204","96","AA","Devolver Digital","Dodge Roll","311690","https://store.steampowered.com/app/311690",""
"Crash Bandicoot™ N. Sane Trilogy","1530244800000","false","919217","39.99","22560929","0","93","AAA","Activision","Vicarious Visions,Iron Galaxy","731490","https://store.steampowered.com/app/731490",""
"Assassin's Creed 2","1268110800000","false","2744111","19.99","22560794","19.76007891702349","89","AAA","Ubisoft","Ubisoft Montreal","33230","https://store.steampowered.com/app/33230",""
"Myth of Empires","1637211600000","false","1028088","29.99","22536808","523.5694562304947","69","Indie","Imperium Interactive Entertainment","Angela Game","1371580","https://store.steampowered.com/app/1371580",""
"Black Mesa","1430438400000","false","2876019","19.99","22495899","18.703926746671442","95","Indie","Crowbar Collective","Crowbar Collective","362890","https://store.steampowered.com/app/362890","1583470800000"
"Serious Sam 3: BFE","1321938000000","false","2147915","29.99","22326992","17.543043749546502","88","AA","Devolver Digital","Croteam","41070","https://store.steampowered.com/app/41070",""
"Alan Wake","1329368400000","false","2246327","14.99","22311719","14.265288956867252","90","Indie","Remedy Entertainment","Remedy Entertainment","108710","https://store.steampowered.com/app/108710",""
"Tales of Arise","1631160000000","false","791273","39.99","22268692","31.78530654855886","88","AAA","Bandai Namco Entertainment","Bandai Namco Studios Inc.","740130","https://store.steampowered.com/app/740130",""
"Insurgency","1364774400000","false","6441771","14.99","21905907","53.540336219764846","92","Indie","New World Interactive","New World Interactive","222880","https://store.steampowered.com/app/222880","1390366800000"
"Sniper Elite 5","1653451200000","false","902670","49.99","21836924","33.90916137414105","83","AA","Rebellion","Rebellion","1029690","https://store.steampowered.com/app/1029690",""
"Dragon's Dogma: Dark Arisen","1452834000000","false","2178262","29.99","21793570","53.56613592707299","89","AA","Capcom","Capcom","367500","https://store.steampowered.com/app/367500",""
"Warhammer 40,000: Space Marine - Anniversary Edition","1315195200000","false","1628217","39.99","21751787","10.44213662985116","92","AAA","SEGA","Relic Entertainment","55150","https://store.steampowered.com/app/55150",""
"Ori and the Blind Forest","1425960000000","false","2324794","0","21246884.043920532","10.438013270435114","95","AAA","Xbox Game Studios","Moon Studios GmbH","261570","https://store.steampowered.com/app/261570",""
"Saints Row: The Third","1321246800000","false","4126904","9.99","21162941","25.282180289264467","96","AA","Deep Silver","Volition","55230","https://store.steampowered.com/app/55230",""
"BioShock™","1187668800000","false","2632737","19.99","21162743","16.357790457540542","94","AAA","2K","2K Boston,2K Australia","7670","https://store.steampowered.com/app/7670",""
"High On Life","1670907600000","false","475355","39.99","21159606","11.035377944068516","89","Indie","Squanch Games, Inc.","Squanch Games, Inc.","1583230","https://store.steampowered.com/app/1583230",""
"Metro 2033 Redux","1408939200000","false","4798573","19.99","21128390","12.373471790769477","91","AA","Deep Silver","4A Games","286690","https://store.steampowered.com/app/286690",""
"Pathfinder: Wrath of the Righteous - Enhanced Edition","1630555200000","false","915467","39.99","20985143","151.0800139757129","84","Indie","META Publishing,Owlcat Games","Owlcat Games","1184370","https://store.steampowered.com/app/1184370",""
"Pavlov","1488153600000","false","1918445","24.99","20976589","31.411002073343024","90","Indie","Vankrupt Games","Vankrupt Games","555160","https://store.steampowered.com/app/555160","1733270400000"
"STAR WARS™: Squadrons","1601524800000","false","1106048","39.99","20965517","9.503463237313063","66","AAA","Electronic Arts","MOTIVE","1222730","https://store.steampowered.com/app/1222730",""
"Action Taimanin","1601870400000","false","1037533","0","20909965.390430197","95.57470527621312","83","Indie","Infini-Brain inc.","LiLith","1335200","https://store.steampowered.com/app/1335200",""
"Bodycam","1717732800000","true","737275","33.32","20789392","14.490919839221693","75","Indie","Reissad Studio","Reissad Studio","2406770","https://store.steampowered.com/app/2406770",""
"The Isle","1448946000000","true","1521902","19.99","20723717","125.91869036658007","81","Indie","Afterthought LLC","Afterthought LLC","376210","https://store.steampowered.com/app/376210",""
"Resident Evil 3","1585699200000","false","1789173","39.99","20541869","11.246590650618014","81","AAA","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","952060","https://store.steampowered.com/app/952060","1548306000000"
"Dungeon Defenders II","1417392000000","false","3822652","0","20472290.664375164","147.58870647386607","77","Indie","Chromatic Games","Chromatic Games","236110","https://store.steampowered.com/app/236110","1497931200000"
"Soulworker","1601510400000","false","987670","0","20447162.89868465","108.25865915797493","72","Indie","G・O・P","VALOFE","1377580","https://store.steampowered.com/app/1377580","1620792000000"
"Tower of Fantasy","1666152000000","false","1384296","0","20404695.996055275","21.312503642189547","71","Indie","Level Infinite","Hotta Studio","2064650","https://store.steampowered.com/app/2064650",""
"Life is Strange - Episode 1","1422507600000","false","6300871","0","20366774.415801145","17.398365482595963","96","AA","Square Enix,Feral interactive (Mac),Feral Interactive (Linux)","DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)","319630","https://store.steampowered.com/app/319630",""
"World War Z","1632196800000","false","1096083","29.99","20305865","27.30486511639215","83","Indie","Saber Interactive Inc","Saber Interactive Inc","699130","https://store.steampowered.com/app/699130",""
"Assassin's Creed® Syndicate","1447822800000","false","1389772","29.99","20303755","41.02970326419171","80","AAA","Ubisoft","Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios","368500","https://store.steampowered.com/app/368500",""
"DRAGON BALL XENOVERSE 2","1477540800000","false","1330868","19.99","20221861","55.90021771027087","90","AAA","Bandai Namco Entertainment","QLOC,DIMPS","454650","https://store.steampowered.com/app/454650",""
"Yakuza: Like a Dragon","1604984400000","false","780446","19.99","19860266","54.262749842712026","95","AAA","SEGA","Ryu Ga Gotoku Studio","1235140","https://store.steampowered.com/app/1235140",""
"Need for Speed™ Unbound","1669870800000","false","1217514","69.99","19846114","24.70466399053005","60","AAA","Electronic Arts","Criterion Games","1846380","https://store.steampowered.com/app/1846380",""
"Hellblade: Senua's Sacrifice","1502078400000","false","1858859","29.99","19822429","7.573076534000229","90","Indie","Ninja Theory","Ninja Theory","414340","https://store.steampowered.com/app/414340",""
"Yakuza 0","1533096000000","false","2067669","19.99","19534314","30.5118845835492","96","AAA","SEGA","Ryu Ga Gotoku Studio","638970","https://store.steampowered.com/app/638970",""
"DYNASTY WARRIORS: ORIGINS","1736985600000","false","309592","69.99","19501509","27.183511799492894","93","AA","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.","2384580","https://store.steampowered.com/app/2384580",""
"S.T.A.L.K.E.R.: Shadow of Chernobyl","1174363200000","false","2051154","19.99","19378868","15.831816655124337","95","Indie","GSC Game World","GSC Game World","4500","https://store.steampowered.com/app/4500",""
"Street Fighter V","1455512400000","false","1271577","19.99","19271472","43.5427740754123","67","AAA","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","310950","https://store.steampowered.com/app/310950",""
"Max Payne 3","1338436800000","false","2624811","19.99","19182777","11.606369658048674","86","AAA","Rockstar Games","Rockstar Studios","204100","https://store.steampowered.com/app/204100",""
"SUPERHOT","1456376400000","false","1437303","24.99","19100545","5.485178462641346","91","Indie","SUPERHOT Team","SUPERHOT Team","322500","https://store.steampowered.com/app/322500",""
"METAL GEAR RISING: REVENGEANCE","1389243600000","false","1896269","29.99","18975312","17.814307912248083","96","AA","KONAMI","PlatinumGames","235460","https://store.steampowered.com/app/235460",""
"Half-Life","910501200000","false","4593071","9.99","18644504","14.37943807157644","97","AAA","Valve","Valve","70","https://store.steampowered.com/app/70",""
"Warhammer: End Times - Vermintide","1445572800000","false","1349397","44.99","18628599","15.98848829948509","80","AA","Fatshark","Fatshark","235540","https://store.steampowered.com/app/235540",""
"DEATHLOOP","1631505600000","false","788868","59.99","18583587","18.618122635424196","76","AAA","Bethesda Softworks","Arkane Studios","1252330","https://store.steampowered.com/app/1252330",""
"No Rest for the Wicked","1713412800000","true","616295","39.99","18577686","22.47329768445294","77","AA","Private Division","Moon Studios GmbH","1371980","https://store.steampowered.com/app/1371980",""
"Warhammer 40,000: Dawn of War III","1493265600000","false","586073","39.99","18524575","15.121940778172917","48","AAA","SEGA,Feral Interactive (Mac),Feral Interactive (Linux)","Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)","285190","https://store.steampowered.com/app/285190",""
"STAR WARS™ Battlefront™ II","1591848000000","false","1784640","39.99","18500557","20.20103242391531","87","AAA","Electronic Arts","DICE","1237950","https://store.steampowered.com/app/1237950",""
"Spyro™ Reignited Trilogy","1567483200000","false","862965","39.99","18491573","11.938218029222266","94","AAA","Activision","Toys for Bob,Iron Galaxy Studios","996580","https://store.steampowered.com/app/996580",""
"Ori and the Blind Forest: Definitive Edition","1461729600000","false","2437718","19.99","18424927","13.315607222265514","95","AAA","Xbox Game Studios","Moon Studios GmbH","387290","https://store.steampowered.com/app/387290",""
"Vampyr","1528084800000","false","816320","39.99","18312628","13.280752333401212","77","AA","Focus Entertainment","DONTNOD Entertainment","427290","https://store.steampowered.com/app/427290",""
